model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
L1,L,64,8,20,14,0.500000,"[0,1,3,4,5,6,8,9,10,11,13,15,17,19]","[70,156,127,54,3,87,110,52]|[53,51,157,90,159,125,69,84]|[111,93,123,76,109,79,82,77]|[126,38,28,27,124,7,46,29]|[107,89,55,14,140,78,50,142]|[47,91,15,85,6,158,141,108]|[44,86,71,45,13,4,92,143]|[5,12,95,30,83,31,39,94]"
M1,M,40,5,20,12,0.466667,"[0,1,3,4,5,9,10,11,13,14,16,18]","[34,33,10,26,150]|[88,36,135,148,25]|[75,117,9,114,80]|[105,131,134,133,8]|[151,81,106,118,116]|[43,2,37,149,147]|[132,1,74,119,41]|[35,73,11,115,42]"
S1,S,32,5,17,11,0.500000,"[0,2,4,5,7,12,14,15,17,18,19]","[155,145,112,136]|[103,146,20,21]|[60,100,120,153]|[154,59,98,32]|[101,121,122,99]|[102,138,113,23]|[61,63,62,40]|[137,139,22,0]"
