scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
helios_t10,100.0,1144.861,1.170,1144.861,1.170,80,0
helios_t20,100.0,1020.555,1.043,1020.555,1.043,80,0
helios_t30,100.0,1028.184,1.051,1028.184,1.051,80,0
helios_t40,100.0,1076.899,1.101,1076.899,1.101,80,0
helios_t50,100.0,1284.201,1.313,1284.201,1.313,80,0
helios_t60,100.0,1351.537,1.382,1351.537,1.382,80,0
helios_t70,100.0,1584.760,1.620,1584.760,1.620,80,0
helios_t80,100.0,1825.546,1.866,1825.546,1.866,80,0
helios_t90,100.0,1969.800,2.014,1969.800,2.014,80,0
hyacinth_dynamic,100.0,978.099,1.000,978.099,1.000,80,0
hyacinth_preset_t10,100.0,986.906,1.009,986.906,1.009,80,0
hyacinth_preset_t20,100.0,1011.915,1.035,1011.915,1.035,80,0
hyacinth_preset_t30,100.0,979.190,1.001,979.190,1.001,80,0
hyacinth_preset_t40,100.0,1029.500,1.053,1029.500,1.053,80,0
hyacinth_preset_t50,100.0,1294.235,1.323,1294.235,1.323,80,0
hyacinth_preset_t60,100.0,1392.570,1.424,1392.570,1.424,80,0
hyacinth_preset_t70,100.0,1642.948,1.680,1642.948,1.680,80,0
hyacinth_preset_t80,100.0,1905.873,1.949,1905.873,1.949,80,0
hyacinth_preset_t90,100.0,2046.279,2.092,2046.279,2.092,80,0
