seed,scheduler,avg_relative_fct_vs_dynamic
42,ocs_eps_global_ksp,1.270
42,pure_ocs_ksp,1.046
42,eps_ecmp,0.992
42,pure_ocs_ksp_greedy,1.021
42,ocs_eps_preset_dynamic_greedy,1.000
42,pure_ocs_pruned,1.029
42,ocs_eps_pruned,0.999
42,ocs_eps_large_small,1.080
42,ocs_eps_preset_greedy,1.041
42,pure_ocs_3hop_preset,1.029
43,ocs_eps_global_ksp,1.189
43,pure_ocs_ksp,1.012
43,eps_ecmp,0.956
43,pure_ocs_ksp_greedy,0.972
43,ocs_eps_preset_dynamic_greedy,1.000
43,pure_ocs_pruned,0.971
43,ocs_eps_pruned,0.976
43,ocs_eps_large_small,1.101
43,ocs_eps_preset_greedy,0.990
43,pure_ocs_3hop_preset,0.971
44,ocs_eps_global_ksp,1.214
44,pure_ocs_ksp,1.023
44,eps_ecmp,1.005
44,pure_ocs_ksp_greedy,1.034
44,ocs_eps_preset_dynamic_greedy,1.000
44,pure_ocs_pruned,1.020
44,ocs_eps_pruned,0.984
44,ocs_eps_large_small,1.023
44,ocs_eps_preset_greedy,1.025
44,pure_ocs_3hop_preset,1.020
45,ocs_eps_global_ksp,1.201
45,pure_ocs_ksp,0.996
45,eps_ecmp,0.917
45,pure_ocs_ksp_greedy,0.983
45,ocs_eps_preset_dynamic_greedy,1.000
45,pure_ocs_pruned,0.960
45,ocs_eps_pruned,1.004
45,ocs_eps_large_small,1.022
45,ocs_eps_preset_greedy,0.945
45,pure_ocs_3hop_preset,0.960
46,ocs_eps_global_ksp,1.286
46,pure_ocs_ksp,1.043
46,eps_ecmp,0.989
46,pure_ocs_ksp_greedy,1.032
46,ocs_eps_preset_dynamic_greedy,1.000
46,pure_ocs_pruned,1.022
46,ocs_eps_pruned,1.002
46,ocs_eps_large_small,1.140
46,ocs_eps_preset_greedy,1.019
46,pure_ocs_3hop_preset,1.022
47,ocs_eps_global_ksp,1.133
47,pure_ocs_ksp,1.062
47,eps_ecmp,0.992
47,pure_ocs_ksp_greedy,1.026
47,ocs_eps_preset_dynamic_greedy,1.000
47,pure_ocs_pruned,1.016
47,ocs_eps_pruned,1.036
47,ocs_eps_large_small,1.156
47,ocs_eps_preset_greedy,1.064
47,pure_ocs_3hop_preset,1.016
48,ocs_eps_global_ksp,1.234
48,pure_ocs_ksp,1.031
48,eps_ecmp,1.011
48,pure_ocs_ksp_greedy,1.044
48,ocs_eps_preset_dynamic_greedy,1.000
48,pure_ocs_pruned,0.983
48,ocs_eps_pruned,0.989
48,ocs_eps_large_small,1.027
48,ocs_eps_preset_greedy,1.041
48,pure_ocs_3hop_preset,0.983
49,ocs_eps_global_ksp,1.240
49,pure_ocs_ksp,1.032
49,eps_ecmp,0.998
49,pure_ocs_ksp_greedy,0.992
49,ocs_eps_preset_dynamic_greedy,1.000
49,pure_ocs_pruned,0.990
49,ocs_eps_pruned,0.990
49,ocs_eps_large_small,1.016
49,ocs_eps_preset_greedy,1.046
49,pure_ocs_3hop_preset,0.990
50,ocs_eps_global_ksp,1.259
50,pure_ocs_ksp,1.064
50,eps_ecmp,0.991
50,pure_ocs_ksp_greedy,1.035
50,ocs_eps_preset_dynamic_greedy,1.000
50,pure_ocs_pruned,0.997
50,ocs_eps_pruned,1.024
50,ocs_eps_large_small,1.083
50,ocs_eps_preset_greedy,1.016
50,pure_ocs_3hop_preset,0.997
51,ocs_eps_global_ksp,1.295
51,pure_ocs_ksp,1.012
51,eps_ecmp,0.995
51,pure_ocs_ksp_greedy,1.003
51,ocs_eps_preset_dynamic_greedy,1.000
51,pure_ocs_pruned,0.997
51,ocs_eps_pruned,0.978
51,ocs_eps_large_small,1.048
51,ocs_eps_preset_greedy,0.976
51,pure_ocs_3hop_preset,0.997
