scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.000000,1716.702836,1.896639,1716.702836,1.896639,80,0
pure_ocs_ksp,100.000000,1086.858432,1.200778,1086.858432,1.200778,80,0
eps_ecmp,100.000000,912.467396,1.008108,912.467396,1.008108,80,0
ocs_eps_large_small,100.000000,995.476786,1.099818,995.476786,1.099818,80,0
pure_ocs_ksp_greedy,100.000000,928.877611,1.026238,928.877611,1.026238,80,0
ocs_eps_preset_greedy,100.000000,962.198188,1.063051,962.198188,1.063051,80,0
ocs_eps_preset_dynamic_greedy,100.000000,905.128908,1.000000,905.128908,1.000000,80,0
pure_ocs_3hop_preset,100.000000,896.730428,0.990721,896.730428,0.990721,80,0
pure_ocs_pruned,100.000000,896.730428,0.990721,896.730428,0.990721,80,0
ocs_eps_pruned,100.000000,885.354103,0.978152,885.354103,0.978152,80,0
