scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,95.0,3383.325,1.980,3383.325,1.980,160,0
pure_ocs_ksp,95.0,1819.252,1.064,1819.252,1.064,160,0
eps_ecmp,95.0,1799.078,1.053,1799.078,1.053,160,0
ocs_eps_large_small,95.0,1945.275,1.138,1945.275,1.138,160,0
pure_ocs_ksp_greedy,95.0,1803.113,1.055,1803.113,1.055,160,0
ocs_eps_preset_greedy,95.0,1855.894,1.086,1855.894,1.086,160,0
ocs_eps_preset_dynamic_greedy,95.0,1709.131,1.000,1709.131,1.000,160,0
pure_ocs_3hop_preset,95.0,1749.840,1.024,1749.840,1.024,160,0
pure_ocs_pruned,95.0,1749.840,1.024,1749.840,1.024,160,0
ocs_eps_pruned,95.0,1659.077,0.971,1659.077,0.971,160,0
