model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
L1,L,64,8,64,36,0.500000,"[3,4,5,7,8,10,12,13,14,22,26,28,31,32,33,35,36,38,41,43,44,45,46,47,50,54,55,58,60,63,64,70,71,73,74,75]","[102,367,103,375,358,511,565,261]|[566,311,470,263,607,46,47,183]|[230,471,310,30,591,374,359,447]|[606,71,286,110,87,271,109,598]|[518,119,231,69,351,295,215,111]|[45,575,383,487,255,567,287,294]|[70,357,229,382,31,599,335,270]|[406,439,407,39,373,262,63,519]"
L2,L,64,8,64,36,0.500000,"[4,5,6,8,9,12,13,15,16,17,19,22,26,28,32,33,37,38,42,47,48,51,53,55,57,58,61,64,65,67,69,70,71,74,77,79]","[494,107,302,638,639,446,381,542]|[55,415,269,181,495,143,564,159]|[541,559,623,79,43,573,142,53]|[309,126,431,557,127,574,527,134]|[469,390,303,228,227,68,158,135]|[343,36,214,260,259,516,182,108]|[463,342,517,54,543,101,597,44]|[558,308,38,52,622,37,301,391]"
L3,L,64,8,64,36,0.500000,"[0,9,10,14,16,18,19,23,27,31,32,34,35,36,41,42,43,44,45,46,47,52,53,54,55,56,59,62,64,65,67,68,69,73,78,79]","[479,371,445,356,550,133,444,151]|[157,631,341,438,278,350,355,254]|[514,366,540,551,283,589,430,526]|[78,86,221,282,333,515,285,539]|[637,284,293,332,423,132,7,588]|[258,334,422,223,372,190,118,191]|[538,630,279,156,455,503,453,117]|[380,454,277,556,636,365,590,222]"
L4,L,64,8,64,36,0.500000,"[0,3,4,5,6,7,9,10,11,12,13,15,16,17,19,21,23,24,31,32,35,36,38,47,48,52,57,61,64,65,66,68,70,75,76,79]","[524,50,85,92,549,292,281,76]|[523,77,562,131,83,84,605,42]|[141,95,460,82,124,513,512,280]|[421,106,62,291,256,253,35,634]|[379,51,49,604,252,535,189,257]|[307,615,29,6,140,5,563,461]|[525,493,155,462,174,635,389,139]|[175,388,306,125,93,100,199,94]"
L5,L,64,8,64,36,0.500000,"[0,2,3,7,8,9,11,13,15,18,21,22,24,25,26,37,39,40,42,43,45,49,50,51,52,53,54,55,59,62,67,68,70,74,75,77]","[3,595,443,28,149,621,435,213]|[349,61,560,67,436,399,596,561]|[300,620,317,91,318,207,105,429]|[198,173,179,4,150,211,75,319]|[502,104,326,478,501,548,340,397]|[537,148,212,437,420,477,404,327]|[442,603,500,299,405,414,205,23]|[180,22,197,419,123,206,398,364]"
L6,L,64,9,64,36,0.490909,"[2,3,4,9,12,14,15,19,20,21,24,26,27,29,33,34,36,37,40,41,43,45,47,52,57,59,60,62,66,68,69,71,72,73,74,78]","[378,498,297,290,486,171,587,73]|[152,172,219,154,533,298,363,555]|[459,377,499,27,347,546,331,547]|[267,34,545,20,418,122,275,572]|[195,476,276,165,237,594,325,485]|[210,25,629,348,21,266,74,99]|[586,153,26,19,194,220,166,196]|[534,116,583,268,167,265,238,239]"
L7,L,64,11,64,38,0.509434,"[0,2,4,5,6,7,12,14,15,16,21,22,23,24,26,27,33,34,38,39,40,43,45,52,53,54,55,57,58,59,60,62,63,65,67,71,73,77]","[571,428,585,208,218,41,568,360]|[60,97,619,570,362,121,115,484]|[475,569,496,536,18,324,510,441]|[193,361,521,305,274,209,458,434]|[178,59,273,427,188,508,509,217]|[467,316,617,98,170,520,322,2]|[346,216,417,264,468,130,17,474]|[507,48,522,618,33,323,497,40]"
L8,L,64,11,64,38,0.509434,"[0,2,3,4,7,8,10,12,14,15,16,20,22,23,30,31,34,36,37,38,39,41,42,43,44,47,48,51,54,56,58,60,63,66,68,72,76,78]","[626,580,247,582,329,330,450,581]|[530,466,413,289,353,272,16,187]|[57,613,246,339,164,483,186,451]|[1,627,411,614,354,58,114,128]|[296,251,628,315,313,387,506,505]|[529,314,410,32,96,129,465,177]|[163,531,245,120,24,433,304,452]|[345,412,532,66,81,376,250,544]"
L9,L,64,15,53,34,0.500000,"[1,7,9,10,11,14,17,18,21,22,24,25,28,31,36,39,40,41,42,49,50,51,52,53,55,57,58,59,61,63,69,74,75,76]","[473,312,138,602,553,201,408,409]|[15,14,203,113,492,491,609,88]|[338,395,56,192,401,456,224,90]|[204,608,328,144,426,248,394,416]|[425,80,337,72,89,593,612,396]|[457,225,146,554,440,402,611,403]|[490,610,226,176,13,249,168,504]|[147,321,169,592,464,145,202,288]"
L10,L,64,32,32,32,0.000000,"[0,1,8,14,17,20,23,25,29,30,40,42,43,44,46,48,49,50,53,54,56,59,60,61,66,69,72,73,75,77,78,79]","[488,235,137,370,11,161,386,243]|[481,369,624,233,232,448,576,584]|[625,352,64,112,472,601,368,184]|[241,480,449,616,424,579,632,65]|[136,0,12,242,393,240,385,244]|[392,400,234,482,320,10,432,528]|[578,8,200,633,344,9,577,489]|[236,384,552,162,160,600,336,185]"
