scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.000000,4830.894914,1.996339,4830.894914,1.996339,80,0
pure_ocs_ksp,100.000000,4226.814246,1.746706,4226.814246,1.746706,80,0
eps_ecmp,100.000000,2471.674059,1.021405,2471.674059,1.021405,80,0
ocs_eps_large_small,100.000000,2471.405197,1.021294,2471.405197,1.021294,80,0
pure_ocs_ksp_greedy,100.000000,2442.765386,1.009459,2442.765386,1.009459,80,0
ocs_eps_preset_greedy,100.000000,2333.530097,0.964318,2333.530097,0.964318,80,0
ocs_eps_preset_dynamic_greedy,100.000000,2419.876864,1.000000,2419.876864,1.000000,80,0
pure_ocs_3hop_preset,100.000000,2164.222316,0.894352,2164.222316,0.894352,80,0
pure_ocs_pruned,100.000000,2164.222316,0.894352,2164.222316,0.894352,80,0
ocs_eps_pruned,100.000000,2858.943432,1.181442,2858.943432,1.181442,80,0
