model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
L1,L,64,8,64,47,0.696429,"[0,1,3,4,6,7,9,13,14,15,16,20,22,23,25,26,29,32,34,36,37,38,39,41,43,45,47,50,51,52,53,55,56,57,58,59,60,61,62,65,67,69,71,75,76,78,79]","[79,431,615,423,463,239,543,430]|[607,487,7,310,183,119,454,559]|[319,495,279,39,407,263,15,367]|[111,62,479,575,214,351,382,311]|[366,63,30,422,31,527,445,110]|[191,127,631,478,55,335,295,446]|[471,207,639,414,503,415,303,383]|[167,190,61,215,447,455,135,421]"
L2,L,64,8,64,47,0.696429,"[0,1,2,6,7,9,11,13,14,16,17,18,19,22,26,27,29,30,32,34,35,38,39,42,43,44,45,46,47,48,50,51,52,53,54,56,57,58,61,62,64,65,72,73,74,76,77]","[246,374,78,413,286,365,462,526]|[375,453,583,318,213,439,461,12]|[159,623,181,343,470,262,614,278]|[151,14,23,622,222,118,94,452]|[54,429,420,502,13,519,6,59]|[451,591,406,381,134,109,494,359]|[247,350,493,309,182,238,143,95]|[260,261,391,223,237,287,599,60]"
L3,L,64,8,64,47,0.696429,"[1,3,5,6,7,8,10,11,12,13,14,16,20,22,23,25,28,29,30,35,36,37,38,39,40,41,42,44,45,48,49,51,53,56,57,59,61,62,64,65,66,67,68,70,72,75,78]","[501,235,245,477,108,516,535,410]|[450,29,606,87,582,53,58,518]|[117,358,517,71,46,605,551,399]|[103,327,317,52,333,293,411,294]|[47,206,116,460,630,86,412,334]|[534,428,567,492,11,285,180,189]|[133,342,316,230,525,491,500,390]|[231,166,93,308,364,236,542,302]"
L4,L,64,9,64,48,0.709091,"[1,2,3,5,6,8,9,10,18,19,20,21,22,24,25,26,27,28,30,33,34,38,39,40,45,46,47,48,49,50,51,53,54,56,59,62,64,65,66,67,69,71,73,74,75,77,78,79]","[315,427,205,70,10,515,150,199]|[276,271,499,307,373,326,533,541]|[28,45,514,597,84,621,389,638]|[158,229,558,449,574,524,174,540]|[475,573,270,51,212,149,438,598]|[629,409,590,244,405,628,476,85]|[77,221,523,604,220,22,363,27]|[397,277,398,21,165,179,175,380]"
M1,M,40,6,40,30,0.705882,"[5,7,8,9,10,11,17,19,26,27,31,35,37,38,42,43,48,49,50,52,53,57,59,60,62,64,65,69,70,78]","[513,403,219,340,474]|[141,388,419,254,426]|[57,74,498,627,211]|[396,486,44,218,404]|[69,83,75,157,522]|[349,68,156,306,301]|[76,341,566,459,142]|[284,557,92,556,255]"
M2,M,40,6,40,30,0.705882,"[0,4,11,12,13,14,16,18,22,23,29,32,33,36,37,45,46,47,50,51,52,55,62,63,66,68,70,74,75,76]","[379,509,444,5,532]|[100,234,115,258,90]|[362,402,107,531,101]|[408,361,38,91,613]|[292,148,269,102,550]|[177,178,596,418,497]|[565,511,510,259,99]|[300,372,188,132,603]"
M3,M,40,7,40,30,0.696970,"[1,2,4,5,7,8,14,15,21,24,27,29,32,36,38,41,44,45,47,49,54,56,59,60,61,63,73,74,76,77]","[484,114,217,305,173]|[595,473,125,126,291]|[378,508,485,620,619]|[589,437,198,472,507]|[20,594,233,257,36]|[43,490,56,360,332]|[588,395,67,357,124]|[37,290,448,612,9]"
S1,S,32,6,32,24,0.692308,"[0,1,4,5,6,8,20,24,25,26,29,30,33,35,36,43,47,49,53,55,58,76,77,78]","[4,377,626,209]|[376,443,425,203]|[8,289,468,163]|[196,442,42,394]|[268,618,232,66]|[50,35,197,204]|[469,611,243,210]|[164,348,288,283]"
S2,S,32,6,32,24,0.692308,"[2,3,4,6,8,9,10,17,21,24,26,30,33,34,40,54,55,58,65,66,72,75,77,78]","[324,19,18,195]|[436,581,521,172]|[325,82,140,49]|[208,602,441,624]|[530,275,242,625]|[274,65,467,64]|[25,241,26,267]|[34,73,440,617]"
S3,S,32,6,32,24,0.692308,"[5,10,11,13,17,24,27,28,30,31,32,35,39,41,44,50,53,58,62,68,71,75,77,79]","[496,256,226,227]|[549,571,401,41]|[138,89,637,601]|[40,616,424,253]|[331,466,356,194]|[106,225,314,81]|[216,240,228,282]|[281,139,572,548]"
