scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
helios_t10,100.0,1362.325,1.196,1362.325,1.196,80,0
helios_t20,100.0,1223.082,1.074,1223.082,1.074,80,0
helios_t30,100.0,1147.877,1.008,1147.877,1.008,80,0
helios_t40,100.0,1278.380,1.122,1278.380,1.122,80,0
helios_t50,100.0,1574.765,1.382,1574.765,1.382,80,0
helios_t60,100.0,1584.395,1.391,1584.395,1.391,80,0
helios_t70,100.0,1999.817,1.755,1999.817,1.755,80,0
helios_t80,100.0,1997.739,1.753,1997.739,1.753,80,0
helios_t90,100.0,2433.574,2.136,2433.574,2.136,80,0
hyacinth_dynamic,100.0,1139.289,1.000,1139.289,1.000,80,0
hyacinth_preset_t10,100.0,1226.826,1.077,1226.826,1.077,80,0
hyacinth_preset_t20,100.0,1203.060,1.056,1203.060,1.056,80,0
hyacinth_preset_t30,100.0,1129.214,0.991,1129.214,0.991,80,0
hyacinth_preset_t40,100.0,1290.327,1.133,1290.327,1.133,80,0
hyacinth_preset_t50,100.0,1494.830,1.312,1494.830,1.312,80,0
hyacinth_preset_t60,100.0,1627.570,1.429,1627.570,1.429,80,0
hyacinth_preset_t70,100.0,1934.434,1.698,1934.434,1.698,80,0
hyacinth_preset_t80,100.0,2159.261,1.895,2159.261,1.895,80,0
hyacinth_preset_t90,100.0,2376.823,2.086,2376.823,2.086,80,0
