scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
helios_t10,95.0,4239.911,1.743,4239.911,1.743,48,0
helios_t20,95.0,4640.979,1.908,4640.979,1.908,48,0
helios_t30,95.0,3891.122,1.599,3891.122,1.599,48,0
helios_t40,95.0,3074.846,1.264,3074.846,1.264,48,0
helios_t50,95.0,2691.963,1.107,2691.963,1.107,48,0
helios_t60,95.0,3082.552,1.267,3082.552,1.267,48,0
helios_t70,95.0,2779.540,1.143,2779.540,1.143,48,0
helios_t80,95.0,3484.702,1.432,3484.702,1.432,48,0
helios_t90,95.0,3840.363,1.579,3840.363,1.579,48,0
hyacinth_dynamic,95.0,2432.733,1.000,2432.733,1.000,48,0
hyacinth_preset_t10,95.0,3931.508,1.616,3931.508,1.616,48,0
hyacinth_preset_t20,95.0,3692.736,1.518,3692.736,1.518,48,0
hyacinth_preset_t30,95.0,3619.090,1.488,3619.090,1.488,48,0
hyacinth_preset_t40,95.0,2527.268,1.039,2527.268,1.039,48,0
hyacinth_preset_t50,95.0,2490.270,1.024,2490.270,1.024,48,0
hyacinth_preset_t60,95.0,2418.670,0.994,2418.670,0.994,48,0
hyacinth_preset_t70,95.0,2060.827,0.847,2060.827,0.847,48,0
hyacinth_preset_t80,95.0,3629.992,1.492,3629.992,1.492,48,0
hyacinth_preset_t90,95.0,2547.884,1.047,2547.884,1.047,48,0
