model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
L1,L,64,8,64,25,0.303571,"[1,2,11,15,17,18,19,23,26,28,29,30,33,34,37,38,47,51,52,57,63,70,73,77,79]","[21,19,423,508,127,158,23,311]|[638,159,279,591,150,383,511,245]|[228,191,590,230,415,238,157,142]|[20,236,215,151,247,510,143,214]|[190,271,303,567,412,93,231,639]|[246,414,149,509,622,310,270,229]|[382,237,302,413,566,623,22,463]|[15,213,269,95,239,126,94,422]"
L2,L,64,8,64,25,0.303571,"[0,2,4,5,7,10,15,17,20,22,29,32,33,34,36,43,51,53,55,58,61,62,66,67,78]","[63,628,541,410,493,277,470,630]|[39,18,278,166,349,535,235,503]|[631,86,268,294,182,447,351,350]|[37,6,85,533,181,543,534,629]|[411,7,47,87,540,183,431,46]|[471,234,5,140,262,430,494,469]|[295,141,38,263,445,292,495,125]|[267,542,446,124,293,276,275,167]"
L3,L,64,8,64,25,0.303571,"[10,11,12,13,18,24,27,29,32,34,35,38,40,48,49,58,62,63,65,66,67,69,72,76,77]","[581,523,326,233,397,583,260,582]|[398,109,391,222,261,307,309,274]|[324,525,468,580,111,92,83,148]|[507,110,327,557,325,502,527,308]|[614,538,532,286,500,103,399,395]|[198,221,539,615,621,390,223,559]|[526,147,287,613,531,102,396,501]|[101,91,259,84,558,199,524,467]"
L4,L,64,8,64,25,0.303571,"[0,2,4,7,9,11,14,15,19,24,31,41,43,45,48,49,56,57,59,61,62,66,67,74,79]","[461,79,333,255,122,89,156,254]|[479,497,1,599,491,197,365,499]|[478,530,348,62,477,154,498,394]|[598,334,90,17,490,119,393,389]|[452,492,61,387,454,453,597,536]|[78,253,388,123,77,462,35,4]|[455,195,3,636,196,637,335,155]|[489,460,367,252,537,2,36,366]"
M1,M,40,5,40,16,0.314286,"[7,11,13,21,28,31,33,36,40,41,43,54,56,59,77,78]","[618,173,476,619,174]|[88,626,107,225,451]|[347,291,330,438,332]|[106,289,60,323,251]|[171,226,346,249,172]|[627,322,108,59,265]|[250,331,450,437,439]|[266,227,175,620,290]"
M2,M,40,5,40,16,0.314286,"[1,6,8,12,18,19,30,33,42,44,53,58,62,65,66,79]","[153,14,357,466,356]|[358,13,242,635,241]|[67,53,70,146,244]|[465,496,522,528,66]|[55,428,11,429,68]|[529,243,341,54,152]|[343,342,71,69,427]|[340,12,264,359,100]"
M3,M,40,5,40,16,0.314286,"[4,6,12,21,23,26,28,31,34,42,48,54,59,69,71,77]","[99,475,554,384,556]|[224,248,51,338,385]|[185,50,170,571,436]|[187,97,52,339,34]|[572,435,386,575,98]|[188,48,189,617,273]|[211,574,553,49,186]|[616,212,474,555,573]"
S1,S,32,4,32,12,0.285714,"[1,23,25,34,46,52,55,57,61,65,69,78]","[444,204,421,488]|[369,459,443,272]|[202,10,203,375]|[521,417,374,370]|[520,371,205,373]|[418,372,206,184]|[207,416,552,419]|[458,420,9,625]"
S2,S,32,4,32,12,0.285714,"[0,4,15,21,42,53,54,59,63,72,75,79]","[33,504,32,607]|[506,433,336,120]|[472,121,505,577]|[602,168,632,578]|[633,604,425,603]|[576,169,605,424]|[634,579,473,337]|[606,434,426,0]"
S3,S,32,4,32,12,0.285714,"[9,10,18,24,25,26,43,45,50,54,56,64]","[361,344,517,82]|[345,73,404,432]|[74,144,448,363]|[201,405,209,403]|[145,402,364,449]|[516,518,362,194]|[75,210,76,519]|[406,193,515,407]"
