10, 0.0062
127, 0.0139
350, 0.0650
720, 0.1260
1433, 0.1439
3079, 0.1610
5996, 0.1905
7569, 0.2213
12547, 0.2486
16549, 0.2993
28176, 0.3708
52379, 0.4274
59381, 0.5664
113434, 0.6288
183773, 0.6943
255362, 0.7304
540997, 0.8208
2123503, 0.8913
2390645, 0.9704
4614712, 0.9895
23807858, 0.9989
42039023, 1.0000
