229056, 0.0159
475136, 0.0595
605184, 0.0675
694272, 0.1151
796672, 0.1587
979968, 0.2103
1335296, 0.2579
1430528, 0.3175
1480704, 0.3611
1532928, 0.4167
1950720, 0.4325
2569216, 0.4484
3159040, 0.5397
4021248, 0.5873
4307968, 0.6746
4943872, 0.7222
6291456, 0.7619
6739968, 0.8095
8287232, 0.8611
9189376, 0.9167
18940928, 0.9405
22019392, 1.0000
