1024, 0.0079
59114, 0.0317
79641, 0.0357
102961, 0.0437
165101, 0.0516
223191, 0.0675
265083, 0.1111
358501, 0.1468
464488, 0.2103
601754, 0.2460
684979, 0.3095
887736, 0.3452
1150398, 0.3690
1367398, 0.4167
1625452, 0.4603
1932240, 0.5278
2614938, 0.5556
2977023, 0.6349
3858568, 0.6548
4206969, 0.7063
4789546, 0.7659
6768798, 0.7897
8773464, 0.8294
14116494, 0.8690
18297863, 0.8810
29441802, 0.9008
36547643, 0.9683
51607496, 0.9881
112490368, 1.0000
