model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
L1,L,64,8,64,58,0.892857,"[0,1,2,4,6,7,8,10,11,12,13,15,16,17,18,19,20,21,24,25,27,28,30,33,34,35,37,38,39,42,43,45,46,47,48,49,50,51,52,53,54,55,56,57,58,60,61,63,64,66,67,71,72,73,74,75,76,79]","[167,455,222,135,271,431,111,423]|[231,39,575,375,175,391,591,535]|[439,607,63,95,143,415,615,166]|[159,199,319,7,55,71,23,103]|[495,207,127,351,151,519,15,599]|[247,447,407,230,487,279,286,583]|[87,367,639,303,638,399,543,174]|[311,471,343,511,287,383,223,463]"
L2,L,64,8,64,58,0.892857,"[0,1,4,6,7,9,10,11,13,14,15,16,17,18,20,21,22,24,25,27,28,29,30,31,32,35,36,37,39,40,42,43,44,45,47,48,49,50,51,53,54,55,58,59,60,61,62,63,64,66,67,68,71,73,74,75,76,77]","[478,534,623,382,446,350,542,206]|[494,590,366,589,438,406,486,597]|[359,119,79,221,54,134,390,239]|[165,503,246,574,173,38,263,358]|[126,318,518,551,493,598,606,86]|[110,302,342,285,510,414,398,470]|[295,614,479,62,198,94,183,573]|[255,6,327,229,150,430,14,142]"
L3,L,64,8,64,58,0.892857,"[1,2,3,5,6,7,8,10,12,14,15,16,17,18,20,21,24,26,27,28,29,31,32,33,34,35,36,37,38,42,43,44,45,46,48,49,51,52,55,58,59,60,61,63,64,65,66,67,69,70,71,72,73,74,75,77,78,79]","[516,533,254,13,22,85,164,197]|[541,567,412,572,118,220,262,172]|[238,622,374,637,509,70,605,477]|[149,125,31,517,349,566,571,582]|[102,422,294,310,413,61,492,485]|[596,278,133,357,141,604,53,631]|[341,397,636,559,215,527,301,47]|[445,389,588,469,284,365,228,270]"
L4,L,64,9,64,58,0.890909,"[0,1,3,4,5,6,8,9,10,11,13,15,16,17,18,21,22,23,27,29,30,32,33,34,36,37,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,56,57,58,61,62,64,65,67,69,70,71,73,74,75,76,78,79]","[69,148,629,45,140,5,93,429]|[37,635,595,191,109,603,277,373]|[356,124,340,182,335,388,293,570]|[326,46,491,364,300,630,261,558]|[190,502,52,539,84,565,526,421]|[454,30,78,334,468,396,411,348]|[540,405,515,171,269,514,437,132]|[613,219,462,245,587,237,381,12]"
M1,M,40,7,40,37,0.909091,"[1,3,6,7,14,15,18,23,24,28,29,30,32,46,47,49,50,51,52,54,55,56,57,60,61,62,63,64,65,66,69,72,73,74,75,76,77]","[410,581,196,236,372]|[435,420,532,612,508]|[501,371,189,51,227]|[380,594,116,244,586]|[436,444,404,60,147]|[525,621,461,11,557]|[484,602,29,117,513]|[395,123,490,260,453]"
M2,M,40,7,40,37,0.909091,"[0,3,4,5,8,9,10,11,16,17,20,23,32,33,36,37,39,40,41,42,45,48,49,51,52,53,57,58,62,63,64,67,68,69,70,74,79]","[131,36,188,409,363]|[299,259,163,460,418]|[428,139,83,82,68]|[634,564,77,44,268]|[292,4,28,394,538]|[387,419,467,339,317]|[556,593,549,325,500]|[333,92,507,512,550]"
M3,M,40,7,40,37,0.909091,"[1,5,6,10,13,19,20,21,22,23,25,28,29,32,35,37,38,39,40,41,42,53,54,57,58,59,61,62,63,65,69,71,72,75,76,77,78]","[283,43,81,324,524]|[555,50,611,282,620]|[466,523,628,506,108]|[205,187,601,162,434]|[580,226,309,316,338]|[170,181,489,476,332]|[427,505,235,10,158]|[569,459,298,499,258]"
S1,S,32,6,32,29,0.884615,"[1,2,3,4,8,9,20,23,27,32,33,34,36,38,42,47,50,52,53,57,62,65,66,68,70,72,74,75,78]","[21,403,218,498]|[291,600,458,9]|[592,426,627,417]|[35,562,379,563]|[308,276,578,76]|[337,26,257,161]|[186,531,522,267]|[579,27,548,67]"
S2,S,32,6,32,29,0.884615,"[3,6,7,11,16,17,19,21,24,26,27,29,35,36,38,43,44,45,50,55,57,58,60,61,67,68,73,76,79]","[25,138,234,281]|[157,585,488,49]|[290,130,483,355]|[633,169,91,610]|[482,443,213,547]|[195,307,546,457]|[362,465,402,537]|[214,347,217,59]"
S3,S,32,6,32,29,0.884615,"[1,5,6,8,12,13,15,18,24,29,31,33,36,40,42,44,47,53,54,55,57,59,65,66,67,68,70,78,79]","[521,336,378,266]|[626,520,625,536]|[561,433,632,233]|[66,253,42,530]|[146,441,425,354]|[101,475,8,442]|[107,456,122,289]|[545,323,48,194]"
