scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.000000,2881.369463,0.777966,2881.369463,0.777966,80,0
pure_ocs_ksp,100.000000,2756.926090,0.744367,2756.926090,0.744367,80,0
eps_ecmp,100.000000,3596.236974,0.970980,3596.236974,0.970980,80,0
ocs_eps_large_small,100.000000,2919.304554,0.788209,2919.304554,0.788209,80,0
pure_ocs_ksp_greedy,100.000000,2017.986014,0.544854,2017.986014,0.544854,80,0
ocs_eps_preset_greedy,100.000000,1991.060070,0.537584,1991.060070,0.537584,80,0
ocs_eps_preset_dynamic_greedy,100.000000,3703.719384,1.000000,3703.719384,1.000000,80,0
pure_ocs_3hop_preset,100.000000,3426.184086,0.925066,3426.184086,0.925066,80,0
pure_ocs_pruned,100.000000,3426.184086,0.925066,3426.184086,0.925066,80,0
ocs_eps_pruned,100.000000,2961.791879,0.799680,2961.791879,0.799680,80,0
