model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
L1,L,64,8,64,47,0.696429,"[0,1,3,7,8,9,10,12,14,19,20,21,22,25,26,27,28,29,30,31,34,35,36,37,38,39,41,43,45,46,48,51,54,55,56,57,59,61,62,63,64,67,68,69,74,77,79]","[206,239,303,119,559,207,639,599]|[461,439,335,311,455,462,318,230]|[183,287,79,166,463,415,31,14]|[351,254,478,71,62,86,454,519]|[623,495,63,87,543,175,447,15]|[247,367,159,479,215,375,446,286]|[7,103,391,78,551,223,414,255]|[279,390,295,167,231,503,511,319]"
L2,L,64,8,64,47,0.696429,"[0,1,3,5,6,7,9,12,13,14,15,18,21,24,26,27,28,30,32,33,35,36,37,39,40,43,44,46,47,50,51,52,53,57,58,59,60,61,63,64,65,68,69,70,71,74,75]","[567,471,407,413,575,5,406,598]|[423,229,517,102,460,263,607,214]|[111,101,77,30,213,199,53,100]|[212,350,359,54,550,246,518,383]|[327,527,151,222,412,302,487,6]|[13,61,358,431,606,510,470,558]|[374,477,55,47,285,127,174,574]|[284,494,52,118,294,557,317,271]"
L3,L,64,8,64,47,0.696429,"[0,2,4,5,7,8,12,13,14,17,18,20,21,22,23,27,28,29,30,31,34,37,39,42,45,46,47,49,50,51,52,53,54,55,58,59,60,61,64,65,67,69,71,74,75,77,79]","[4,405,316,542,228,605,143,526]|[382,365,366,301,486,469,430,253]|[525,45,221,411,23,190,381,277]|[476,39,117,621,638,493,343,191]|[165,59,556,437,99,276,438,573]|[597,373,220,620,399,60,380,622]|[182,371,70,38,110,46,237,173]|[516,445,422,278,372,238,245,150]"
L4,L,64,9,64,48,0.709091,"[0,1,2,3,6,8,10,12,13,18,19,21,23,25,26,27,29,30,34,35,38,39,42,44,46,47,48,49,50,51,52,53,54,55,60,61,62,65,67,68,69,70,71,72,74,75,76,79]","[98,244,51,421,604,566,436,582]|[69,189,210,548,315,97,502,444]|[484,149,370,398,275,637,583,158]|[549,29,282,236,524,109,68,429]|[389,283,615,12,572,404,85,523]|[22,357,11,428,219,571,379,172]|[211,595,555,492,485,3,541,308]|[342,614,596,310,205,427,309,410]"
M1,M,40,5,40,30,0.714286,"[4,8,12,16,18,20,22,23,24,27,31,32,33,34,36,37,42,50,52,54,55,57,61,63,64,67,71,75,77,78]","[262,274,268,491,180]|[403,270,135,459,341]|[187,300,269,435,603]|[509,515,273,540,299]|[619,420,198,252,629]|[602,443,630,164,218]|[37,181,631,293,570]|[188,148,67,96,292]"
M2,M,40,6,40,30,0.705882,"[0,1,6,7,11,13,14,15,20,23,25,29,31,33,35,40,41,44,50,51,52,56,58,63,67,69,70,72,74,75]","[326,267,281,402,508]|[468,554,539,594,235]|[553,453,580,204,565]|[251,108,538,507,2]|[325,581,409,10,126]|[58,186,95,124,334]|[601,94,163,116,125]|[50,419,250,324,356]"
M3,M,40,6,40,30,0.705882,"[2,6,9,10,19,21,26,27,30,31,36,39,40,49,51,56,57,59,61,64,66,67,69,70,73,74,75,76,77,79]","[490,243,458,84,475]|[291,156,396,209,591]|[322,171,157,593,600]|[323,314,452,249,83]|[636,76,552,535,408]|[612,19,397,21,290]|[49,313,537,514,20]|[613,618,217,564,321]"
S1,S,32,5,32,24,0.703704,"[0,3,5,16,21,23,24,25,27,29,35,38,40,41,42,47,49,50,54,55,62,66,70,76]","[203,320,134,197]|[395,185,501,332]|[533,233,28,216]|[441,44,401,280]|[434,333,500,170]|[442,234,378,340]|[534,133,562,563]|[331,1,611,307]"
S2,S,32,5,32,24,0.703704,"[1,5,8,11,16,17,21,22,24,26,30,31,34,41,43,46,49,50,53,56,57,59,61,64]","[42,41,169,248]|[426,196,393,349]|[369,141,92,208]|[242,66,394,272]|[457,425,179,474]|[132,195,489,513]|[348,142,451,93]|[400,330,9,43]"
S3,S,32,6,32,24,0.692308,"[0,1,6,7,18,24,28,33,41,42,43,44,46,47,52,53,56,57,59,60,62,73,78,79]","[347,329,57,589]|[339,473,266,588]|[627,635,56,8]|[424,48,450,499]|[193,0,456,590]|[194,147,634,227]|[338,328,418,368]|[483,355,377,628]"
