model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
L1,L,64,8,64,14,0.107143,"[32,36,37,38,42,44,50,51,54,60,61,63,75,77]","[294,299,301,404,415,263,406,437]|[341,508,493,495,622,309,510,414]|[411,506,603,413,494,412,359,295]|[311,343,260,484,605,623,340,259]|[507,303,491,490,486,485,492,407]|[356,339,439,293,604,262,357,483]|[607,342,436,509,302,621,438,403]|[487,405,358,300,606,310,261,511]"
L2,L,64,8,64,14,0.107143,"[9,15,17,19,21,25,33,36,39,46,55,75,76,79]","[141,143,612,154,614,173,374,78]|[292,318,638,157,443,172,319,126]|[615,372,125,446,270,77,444,205]|[75,636,602,124,611,175,317,159]|[266,375,79,271,445,201,639,202]|[76,447,139,174,142,158,207,371]|[635,267,156,268,637,206,204,203]|[127,610,140,373,613,634,155,269]"
L3,L,64,8,64,14,0.107143,"[4,7,24,32,35,36,43,44,45,60,71,72,74,79]","[571,596,58,570,287,258,198,599]|[193,196,38,574,594,284,598,597]|[291,194,365,289,36,286,63,580]|[348,288,364,572,482,595,633,37]|[62,257,349,197,575,39,582,57]|[61,481,283,290,59,350,285,60]|[573,583,362,581,354,256,195,363]|[351,366,353,282,352,367,355,199]"
L4,L,64,8,64,14,0.107143,"[1,6,15,21,23,29,37,43,49,59,71,74,76,78]","[49,629,297,592,14,298,53,346]|[15,235,10,186,54,569,608,13]|[50,399,169,347,171,394,296,398]|[237,238,475,52,11,568,397,236]|[395,476,188,477,479,123,631,609]|[122,626,239,121,51,234,191,593]|[628,190,170,48,627,396,120,474]|[189,55,12,630,187,473,185,478]"
M1,M,40,5,40,8,0.085714,"[2,3,5,9,10,33,45,55]","[20,24,22,85,80]|[72,47,84,73,17]|[26,265,86,28,441]|[42,264,31,46,18]|[19,30,82,74,440]|[16,23,43,29,361]|[25,21,27,360,44]|[81,83,442,87,45]"
M2,M,40,5,40,8,0.085714,"[7,17,18,41,43,48,49,53]","[145,137,428,148,424]|[387,149,392,431,345]|[426,144,388,328,390]|[147,332,150,331,329]|[425,386,391,335,138]|[427,151,389,136,330]|[393,334,430,385,146]|[56,333,344,384,429]"
M3,M,40,5,40,8,0.085714,"[27,47,51,52,64,65,67,72]","[381,539,420,408,421]|[543,221,418,410,382]|[524,525,526,218,423]|[579,419,521,523,220]|[517,422,519,223,541]|[222,578,516,514,380]|[383,527,540,219,542]|[515,409,577,522,518]"
S1,S,32,4,32,7,0.107143,"[0,4,14,64,68,72,79]","[551,548,33,545]|[550,1,544,112]|[0,32,5,34]|[547,576,549,7]|[6,3,115,35]|[118,632,2,116]|[119,513,114,512]|[4,113,546,117]"
S2,S,32,4,32,7,0.107143,"[11,29,46,59,62,69,73]","[499,232,557,502]|[552,497,503,233]|[558,590,93,500]|[368,472,370,589]|[498,554,555,91]|[369,553,92,501]|[591,90,556,95]|[588,94,559,587]"
S3,S,32,4,32,7,0.107143,"[8,22,54,58,63,70,75]","[471,601,567,179]|[69,470,434,565]|[66,68,563,466]|[505,181,600,178]|[432,177,70,433]|[180,435,467,469]|[564,468,183,182]|[562,71,67,566]"
