scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
helios_t10,99.0,1454.646,1.049,1454.646,1.049,80,0
helios_t20,99.0,1664.163,1.200,1664.163,1.200,80,0
helios_t30,99.0,1443.483,1.041,1443.483,1.041,80,0
helios_t40,99.0,1744.967,1.258,1744.967,1.258,80,0
helios_t50,99.0,1755.589,1.265,1755.589,1.265,80,0
helios_t60,99.0,1907.955,1.375,1907.955,1.375,80,0
helios_t70,99.0,2659.994,1.917,2659.994,1.917,80,0
helios_t80,99.0,3057.169,2.204,3057.169,2.204,80,0
helios_t90,99.0,3064.658,2.209,3064.658,2.209,80,0
hyacinth_dynamic,99.0,1387.288,1.000,1387.288,1.000,80,0
hyacinth_preset_t10,99.0,1784.702,1.286,1784.702,1.286,80,0
hyacinth_preset_t20,99.0,1338.122,0.965,1338.122,0.965,80,0
hyacinth_preset_t30,99.0,1598.965,1.153,1598.965,1.153,80,0
hyacinth_preset_t40,99.0,2151.742,1.551,2151.742,1.551,80,0
hyacinth_preset_t50,99.0,2023.739,1.459,2023.739,1.459,80,0
hyacinth_preset_t60,99.0,2649.943,1.910,2649.943,1.910,80,0
hyacinth_preset_t70,99.0,2587.157,1.865,2587.157,1.865,80,0
hyacinth_preset_t80,99.0,2927.278,2.110,2927.278,2.110,80,0
hyacinth_preset_t90,99.0,3082.705,2.222,3082.705,2.222,80,0
