scheduler,seed_count,mean_avg_solve_time_ms,std_avg_solve_time_ms
ocs_eps_global_ksp,10,0.000,0.000
pure_ocs_ksp,10,0.000,0.000
eps_ecmp,10,0.000,0.000
pure_ocs_ksp_greedy,10,0.155,0.013
ocs_eps_preset_dynamic_greedy,10,0.282,0.091
pure_ocs_pruned,10,0.596,0.531
ocs_eps_pruned,10,0.344,0.039
ocs_eps_large_small,10,0.000,0.000
ocs_eps_preset_greedy,10,0.217,0.157
pure_ocs_3hop_preset,10,0.392,0.302
