scheduler,seed_count,mean_avg_relative_cct_vs_dynamic,std_avg_relative_cct_vs_dynamic
ocs_eps_global_ksp,10,1.105,0.244
pure_ocs_ksp,10,1.250,0.209
eps_ecmp,10,0.430,0.061
pure_ocs_ksp_greedy,10,1.234,0.333
ocs_eps_preset_dynamic_greedy,10,1.000,0.000
pure_ocs_pruned,10,1.156,0.181
ocs_eps_pruned,10,0.777,0.198
ocs_eps_large_small,10,1.838,0.466
ocs_eps_preset_greedy,10,1.639,0.840
pure_ocs_3hop_preset,10,1.156,0.181
