model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
S1,S,32,4,32,18,0.500000,"[1,2,16,19,20,21,26,29,31,32,33,38,41,42,57,58,63,70]","[335,15,239,253]|[215,463,471,175]|[159,311,270,13]|[343,310,261,271]|[511,214,567,254]|[158,255,470,461]|[462,14,566,167]|[23,135,262,263]"
S2,S,32,4,32,18,0.500000,"[5,8,11,22,34,35,36,47,51,53,55,57,59,67,68,73,76,79]","[639,590,293,551]|[447,415,591,294]|[94,431,287,479]|[71,183,47,541]|[92,430,615,550]|[542,414,638,382]|[543,95,383,93]|[279,295,460,70]"
S3,S,32,4,32,18,0.500000,"[0,2,4,6,9,12,17,19,21,28,33,41,51,61,64,68,76,77]","[623,334,157,6]|[613,102,493,22]|[231,230,143,55]|[494,79,495,39]|[21,103,622,5]|[519,413,614,7]|[548,142,269,38]|[612,412,549,174]"
S4,S,32,4,32,18,0.500000,"[3,7,10,27,36,37,39,48,50,52,54,55,58,63,65,69,75,79]","[439,510,31,391]|[406,222,559,526]|[319,469,407,637]|[509,445,423,86]|[292,527,390,87]|[62,290,223,291]|[508,302,30,558]|[607,303,446,63]"
S5,S,32,4,32,18,0.500000,"[12,13,18,28,30,33,36,39,41,51,59,60,64,65,68,69,71,78]","[476,332,516,477]|[317,333,631,246]|[150,557,556,229]|[524,547,517,228]|[111,487,289,411]|[630,574,318,525]|[101,575,546,478]|[268,518,247,151]"
S6,S,32,4,32,18,0.500000,"[5,6,9,10,11,16,27,31,32,40,49,53,56,58,59,66,71,77]","[572,468,620,84]|[77,455,134,221]|[453,466,621,251]|[91,467,220,475]|[534,399,260,133]|[78,85,454,573]|[46,619,535,259]|[327,54,252,429]"
S7,S,32,4,32,18,0.500000,"[5,6,11,17,21,28,41,44,48,50,53,56,60,61,65,68,69,75]","[359,486,604,141]|[428,484,522,173]|[485,605,452,44]|[90,521,544,52]|[492,451,53,51]|[405,227,554,606]|[45,555,404,389]|[427,331,523,545]"
S8,S,32,4,32,18,0.500000,"[4,5,6,7,10,15,17,20,21,28,32,36,38,47,59,62,64,76]","[43,126,171,140]|[306,307,127,308]|[165,48,83,82]|[225,611,515,610]|[503,226,172,474]|[49,309,37,164]|[50,381,81,166]|[258,61,288,609]"
S9,S,32,4,32,18,0.500000,"[10,15,16,17,18,23,25,26,43,47,48,51,58,61,64,67,77,79]","[139,132,351,80]|[148,465,205,490]|[491,213,635,387]|[149,207,190,540]|[206,147,380,618]|[633,636,388,514]|[124,634,379,350]|[410,191,125,123]"
S10,S,32,4,32,18,0.500000,"[1,7,8,9,12,19,29,31,33,40,42,55,57,58,62,70,71,78]","[342,60,59,325]|[571,156,443,69]|[499,444,629,266]|[459,12,155,100]|[250,76,458,464]|[570,502,324,569]|[326,267,501,565]|[500,11,238,442]"
S11,S,32,4,32,18,0.500000,"[3,11,18,28,30,32,40,42,46,50,57,61,62,66,72,73,74,79]","[488,340,402,256]|[245,341,588,580]|[457,29,374,599]|[323,146,582,632]|[89,598,224,498]|[257,597,533,589]|[579,583,145,375]|[581,244,403,489]"
S12,S,32,5,32,18,0.481481,"[4,11,19,20,23,26,38,43,46,49,50,55,66,67,69,70,75,76]","[188,536,539,396]|[305,441,603,189]|[348,36,400,397]|[212,35,163,88]|[34,304,564,608]|[553,563,211,537]|[373,401,154,562]|[532,398,538,349]"
S13,S,32,5,32,18,0.481481,"[3,4,7,8,12,13,17,20,22,25,34,43,48,49,51,60,72,77]","[26,277,578,110]|[347,482,181,162]|[409,273,278,33]|[274,182,138,275]|[203,109,617,394]|[58,408,27,99]|[276,28,483,385]|[204,68,395,386]"
S14,S,32,5,32,18,0.481481,"[1,2,7,9,13,14,15,21,25,29,34,42,45,47,55,57,66,72]","[20,365,236,116]|[378,272,235,367]|[57,119,577,121]|[107,10,237,531]|[456,169,19,118]|[530,122,75,117]|[338,337,108,440]|[339,366,202,170]"
S15,S,32,5,32,18,0.481481,"[0,1,2,7,8,12,15,19,20,48,54,59,60,62,64,65,72,74]","[2,481,520,596]|[473,153,17,3]|[435,160,18,438]|[436,513,576,161]|[8,437,98,120]|[595,97,434,56]|[96,496,4,594]|[497,9,67,384]"
S16,S,32,5,32,18,0.481481,"[0,2,3,26,27,33,37,39,40,43,54,56,60,63,70,73,74,75]","[448,265,299,505]|[587,218,345,1]|[433,560,25,301]|[506,507,561,16]|[316,217,219,210]|[300,322,209,346]|[601,480,450,0]|[602,593,449,504]"
S17,S,32,5,32,18,0.481481,"[3,8,14,16,19,23,25,29,33,37,42,43,47,59,64,69,71,77]","[376,233,184,200]|[512,377,472,336]|[65,187,115,568]|[113,552,114,185]|[130,234,264,344]|[152,131,201,186]|[64,616,129,297]|[296,298,66,24]"
S18,S,32,5,32,18,0.481481,"[4,5,14,16,21,26,29,30,31,39,40,41,46,49,54,73,74,75]","[392,371,584,328]|[320,330,432,592]|[243,168,313,112]|[372,42,41,128]|[329,312,600,242]|[232,586,248,393]|[321,32,315,585]|[208,314,249,241]"
S19,S,32,5,17,11,0.500000,"[9,18,22,27,30,35,44,45,46,66,78]","[177,355,144,370]|[74,179,529,284]|[361,72,364,363]|[180,73,369,358]|[216,627,357,286]|[626,356,178,360]|[240,283,285,354]|[625,176,362,628]"
S20,S,32,11,11,11,0.000000,"[5,13,17,24,35,44,46,52,53,66,78]","[192,624,426,194]|[282,422,416,136]|[425,418,105,40]|[368,104,281,353]|[421,193,280,528]|[420,419,352,106]|[197,199,196,195]|[198,424,137,417]"
