seed,scheduler,avg_relative_cct_vs_dynamic
42,ocs_eps_global_ksp,1.208
42,pure_ocs_ksp,1.327
42,eps_ecmp,0.583
42,pure_ocs_ksp_greedy,1.142
42,ocs_eps_preset_dynamic_greedy,1.000
42,pure_ocs_pruned,1.147
42,ocs_eps_pruned,0.807
42,ocs_eps_large_small,1.753
42,ocs_eps_preset_greedy,1.635
42,pure_ocs_3hop_preset,1.147
43,ocs_eps_global_ksp,1.156
43,pure_ocs_ksp,1.324
43,eps_ecmp,0.550
43,pure_ocs_ksp_greedy,1.366
43,ocs_eps_preset_dynamic_greedy,1.000
43,pure_ocs_pruned,1.294
43,ocs_eps_pruned,1.029
43,ocs_eps_large_small,1.873
43,ocs_eps_preset_greedy,1.698
43,pure_ocs_3hop_preset,1.294
44,ocs_eps_global_ksp,1.080
44,pure_ocs_ksp,1.085
44,eps_ecmp,0.532
44,pure_ocs_ksp_greedy,1.077
44,ocs_eps_preset_dynamic_greedy,1.000
44,pure_ocs_pruned,1.020
44,ocs_eps_pruned,0.874
44,ocs_eps_large_small,1.631
44,ocs_eps_preset_greedy,1.349
44,pure_ocs_3hop_preset,1.020
45,ocs_eps_global_ksp,1.144
45,pure_ocs_ksp,1.335
45,eps_ecmp,0.640
45,pure_ocs_ksp_greedy,1.244
45,ocs_eps_preset_dynamic_greedy,1.000
45,pure_ocs_pruned,1.151
45,ocs_eps_pruned,0.909
45,ocs_eps_large_small,1.707
45,ocs_eps_preset_greedy,1.512
45,pure_ocs_3hop_preset,1.151
46,ocs_eps_global_ksp,1.160
46,pure_ocs_ksp,1.143
46,eps_ecmp,0.620
46,pure_ocs_ksp_greedy,1.038
46,ocs_eps_preset_dynamic_greedy,1.000
46,pure_ocs_pruned,1.096
46,ocs_eps_pruned,0.862
46,ocs_eps_large_small,1.425
46,ocs_eps_preset_greedy,1.248
46,pure_ocs_3hop_preset,1.096
47,ocs_eps_global_ksp,1.155
47,pure_ocs_ksp,1.290
47,eps_ecmp,0.702
47,pure_ocs_ksp_greedy,1.168
47,ocs_eps_preset_dynamic_greedy,1.000
47,pure_ocs_pruned,1.145
47,ocs_eps_pruned,1.011
47,ocs_eps_large_small,1.679
47,ocs_eps_preset_greedy,1.468
47,pure_ocs_3hop_preset,1.145
48,ocs_eps_global_ksp,1.061
48,pure_ocs_ksp,1.408
48,eps_ecmp,0.532
48,pure_ocs_ksp_greedy,1.119
48,ocs_eps_preset_dynamic_greedy,1.000
48,pure_ocs_pruned,1.172
48,ocs_eps_pruned,0.994
48,ocs_eps_large_small,1.708
48,ocs_eps_preset_greedy,1.501
48,pure_ocs_3hop_preset,1.172
49,ocs_eps_global_ksp,1.134
49,pure_ocs_ksp,1.247
49,eps_ecmp,0.576
49,pure_ocs_ksp_greedy,1.205
49,ocs_eps_preset_dynamic_greedy,1.000
49,pure_ocs_pruned,1.150
49,ocs_eps_pruned,0.957
49,ocs_eps_large_small,1.659
49,ocs_eps_preset_greedy,1.464
49,pure_ocs_3hop_preset,1.150
50,ocs_eps_global_ksp,1.129
50,pure_ocs_ksp,1.371
50,eps_ecmp,0.553
50,pure_ocs_ksp_greedy,1.215
50,ocs_eps_preset_dynamic_greedy,1.000
50,pure_ocs_pruned,1.157
50,ocs_eps_pruned,0.847
50,ocs_eps_large_small,1.711
50,ocs_eps_preset_greedy,1.535
50,pure_ocs_3hop_preset,1.157
51,ocs_eps_global_ksp,1.126
51,pure_ocs_ksp,1.237
51,eps_ecmp,0.518
51,pure_ocs_ksp_greedy,1.170
51,ocs_eps_preset_dynamic_greedy,1.000
51,pure_ocs_pruned,1.123
51,ocs_eps_pruned,0.898
51,ocs_eps_large_small,1.773
51,ocs_eps_preset_greedy,1.373
51,pure_ocs_3hop_preset,1.123
