scheduler,seed_count,mean_avg_solve_time_ms,std_avg_solve_time_ms
ocs_eps_global_ksp,10,0.000,0.000
pure_ocs_ksp,10,0.000,0.000
eps_ecmp,10,0.000,0.000
pure_ocs_ksp_greedy,10,0.119,0.012
ocs_eps_preset_dynamic_greedy,10,0.235,0.030
pure_ocs_pruned,10,0.261,0.052
ocs_eps_pruned,10,0.308,0.048
ocs_eps_large_small,10,0.000,0.000
ocs_eps_preset_greedy,10,0.149,0.016
pure_ocs_3hop_preset,10,0.251,0.053
