model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
S1,S,32,4,32,18,0.500000,"[5,6,7,10,15,23,26,28,31,32,35,41,47,49,63,66,69,71]","[55,127,510,575]|[191,559,262,231]|[230,62,558,215]|[399,87,53,229]|[285,63,47,535]|[263,61,286,54]|[397,287,511,214]|[398,383,335,255]"
S2,S,32,4,32,18,0.500000,"[3,4,7,8,29,30,32,33,39,43,48,50,51,61,62,66,67,69]","[407,543,534,239]|[238,246,39,557]|[245,493,495,349]|[494,502,415,237]|[261,236,59,319]|[351,31,414,247]|[60,350,391,503]|[71,58,533,271]"
S3,S,32,4,32,18,0.500000,"[9,10,13,20,28,35,38,43,47,52,53,54,61,67,68,70,74,75]","[85,599,438,111]|[86,423,167,439]|[566,551,607,429]|[430,109,422,79]|[381,78,565,542]|[311,166,228,110]|[382,431,541,567]|[348,284,492,606]"
S4,S,32,4,32,18,0.500000,"[2,8,13,14,15,25,30,34,36,41,43,44,47,57,66,75,78,79]","[532,631,358,70]|[126,207,638,333]|[359,125,605,604]|[461,278,108,630]|[637,295,244,334]|[380,205,119,206]|[279,463,462,639]|[347,118,23,22]"
S5,S,32,4,32,18,0.500000,"[0,3,4,9,15,16,21,25,33,41,48,57,58,66,67,71,76,78]","[38,470,76,332]|[626,390,471,30]|[6,135,627,628]|[124,204,37,77]|[388,540,29,123]|[7,531,270,269]|[460,175,122,615]|[574,629,539,389]"
S6,S,32,4,32,18,0.500000,"[2,3,9,24,28,29,38,43,50,54,55,59,61,64,70,71,72,74]","[476,445,309,583]|[437,406,234,518]|[517,563,582,573]|[564,519,28,199]|[21,446,346,491]|[198,516,74,235]|[477,479,75,227]|[598,310,478,447]"
S7,S,32,4,32,18,0.500000,"[4,8,11,17,22,24,29,30,40,41,45,47,50,53,60,64,75,76]","[95,365,142,36]|[326,233,243,485]|[405,515,613,331]|[603,379,232,484]|[614,143,327,183]|[367,364,486,69]|[404,366,196,487]|[428,325,35,197]"
S8,S,32,4,32,18,0.500000,"[4,5,9,14,21,27,34,35,40,42,45,52,53,56,71,74,75,79]","[324,601,342,602]|[173,343,115,572]|[117,222,283,73]|[275,221,427,46]|[363,421,571,45]|[426,597,34,223]|[276,454,455,636]|[116,282,174,277]"
S9,S,32,4,32,18,0.500000,"[0,2,6,8,11,15,31,39,40,47,56,62,63,65,69,73,78,79]","[499,253,500,556]|[252,323,591,51]|[453,524,318,68]|[452,634,509,20]|[635,377,501,525]|[590,4,625,67]|[94,526,378,5]|[121,52,527,254]"
S10,S,32,4,32,18,0.500000,"[0,4,19,31,40,44,45,48,53,55,56,60,62,63,65,66,75,76]","[157,444,523,251]|[158,600,362,507]|[357,508,355,386]|[425,451,354,3]|[159,483,522,610]|[530,361,356,612]|[33,498,321,322]|[611,2,387,450]"
S11,S,32,4,32,18,0.500000,"[2,4,6,13,15,19,20,22,30,38,39,43,45,49,57,61,62,63]","[182,489,314,50]|[163,32,345,490]|[49,120,308,19]|[242,165,497,155]|[307,396,106,360]|[459,107,156,458]|[181,317,164,506]|[180,315,316,395]"
S12,S,32,4,32,18,0.500000,"[3,5,19,21,24,32,33,37,49,50,52,55,60,64,66,68,69,71]","[549,300,171,442]|[403,394,513,301]|[402,303,420,570]|[514,259,268,443]|[529,44,419,195]|[550,27,260,154]|[302,441,512,393]|[555,482,554,172]"
S13,S,32,4,32,18,0.500000,"[5,7,12,25,26,28,32,34,38,42,44,47,48,55,57,66,68,78]","[353,99,57,457]|[547,257,43,341]|[103,100,340,226]|[42,274,212,440]|[213,306,624,546]|[211,385,102,376]|[101,225,258,203]|[548,338,339,528]"
S14,S,32,4,32,18,0.500000,"[2,6,8,11,16,17,26,35,36,38,40,41,48,58,68,69,76,77]","[209,465,320,292]|[545,294,17,553]|[293,466,609,623]|[93,305,467,210]|[18,329,140,66]|[328,134,552,622]|[330,384,469,141]|[281,48,92,468]"
S15,S,32,5,32,18,0.481481,"[0,3,8,12,13,17,19,21,25,27,28,42,52,56,59,65,70,73]","[169,219,337,521]|[589,1,202,562]|[25,153,137,448]|[588,97,224,201]|[449,418,200,561]|[139,560,474,170]|[105,475,138,65]|[26,587,220,98]"
S16,S,32,5,32,18,0.481481,"[0,1,9,10,11,13,14,17,19,32,37,39,50,51,53,62,72,73]","[91,81,256,72]|[14,411,83,113]|[11,82,0,496]|[152,136,412,586]|[104,299,15,12]|[581,298,401,312]|[424,84,90,114]|[13,313,413,585]"
S17,S,32,5,32,18,0.481481,"[3,8,11,18,27,33,38,42,49,52,57,58,65,67,71,73,76,79]","[265,24,417,218]|[520,392,217,89]|[456,416,266,149]|[147,264,151,538]|[633,537,146,88]|[608,267,150,632]|[148,569,304,464]|[64,336,568,584]"
S18,S,32,5,32,18,0.481481,"[5,10,18,20,21,22,23,26,30,35,43,44,46,50,51,61,72,74]","[409,241,595,593]|[344,372,400,162]|[374,208,488,596]|[40,410,580,579]|[189,144,145,80]|[240,594,375,41]|[373,178,371,179]|[168,280,352,190]"
S19,S,32,7,26,16,0.473684,"[1,2,7,14,20,22,24,27,34,36,46,51,59,63,72,77]","[16,369,616,177]|[368,216,291,112]|[161,619,617,273]|[577,576,56,10]|[618,473,505,620]|[289,290,9,193]|[621,194,288,370]|[408,176,504,578]"
S20,S,32,15,15,15,0.000000,"[1,12,16,20,23,24,31,34,37,54,59,60,67,68,74]","[480,130,536,188]|[186,272,472,192]|[544,249,133,297]|[184,433,131,592]|[434,296,248,185]|[96,436,250,8]|[481,160,132,432]|[187,435,129,128]"
