scheduler,avg_relative_fct_vs_dynamic,matched_bins,self_bins,dynamic_bins
ocs_eps_global_ksp,1.270,17,17,17
pure_ocs_ksp,1.033,17,17,17
eps_ecmp,0.953,17,17,17
ocs_eps_large_small,1.396,17,17,17
pure_ocs_ksp_greedy,0.987,17,17,17
ocs_eps_preset_greedy,0.992,17,17,17
ocs_eps_preset_dynamic_greedy,1.000,17,17,17
pure_ocs_3hop_preset,1.007,17,17,17
pure_ocs_pruned,1.007,17,17,17
ocs_eps_pruned,0.968,17,17,17
