seed,scheduler,avg_relative_fct_vs_dynamic
42,ocs_eps_global_ksp,1.771
42,pure_ocs_ksp,1.590
42,eps_ecmp,0.611
42,pure_ocs_ksp_greedy,1.586
42,ocs_eps_preset_dynamic_greedy,1.000
42,pure_ocs_pruned,1.688
42,ocs_eps_pruned,0.927
42,ocs_eps_large_small,1.324
42,ocs_eps_preset_greedy,2.394
42,pure_ocs_3hop_preset,1.688
43,ocs_eps_global_ksp,1.290
43,pure_ocs_ksp,1.252
43,eps_ecmp,0.567
43,pure_ocs_ksp_greedy,1.184
43,ocs_eps_preset_dynamic_greedy,1.000
43,pure_ocs_pruned,1.089
43,ocs_eps_pruned,0.877
43,ocs_eps_large_small,1.155
43,ocs_eps_preset_greedy,1.683
43,pure_ocs_3hop_preset,1.089
44,ocs_eps_global_ksp,2.191
44,pure_ocs_ksp,1.273
44,eps_ecmp,0.580
44,pure_ocs_ksp_greedy,1.381
44,ocs_eps_preset_dynamic_greedy,1.000
44,pure_ocs_pruned,1.071
44,ocs_eps_pruned,1.022
44,ocs_eps_large_small,1.420
44,ocs_eps_preset_greedy,2.661
44,pure_ocs_3hop_preset,1.071
45,ocs_eps_global_ksp,2.235
45,pure_ocs_ksp,1.449
45,eps_ecmp,0.632
45,pure_ocs_ksp_greedy,1.676
45,ocs_eps_preset_dynamic_greedy,1.000
45,pure_ocs_pruned,1.397
45,ocs_eps_pruned,1.044
45,ocs_eps_large_small,1.411
45,ocs_eps_preset_greedy,1.969
45,pure_ocs_3hop_preset,1.397
46,ocs_eps_global_ksp,3.263
46,pure_ocs_ksp,1.618
46,eps_ecmp,0.641
46,pure_ocs_ksp_greedy,1.443
46,ocs_eps_preset_dynamic_greedy,1.000
46,pure_ocs_pruned,1.311
46,ocs_eps_pruned,1.388
46,ocs_eps_large_small,19.919
46,ocs_eps_preset_greedy,2.540
46,pure_ocs_3hop_preset,1.311
47,ocs_eps_global_ksp,3.114
47,pure_ocs_ksp,2.623
47,eps_ecmp,0.612
47,pure_ocs_ksp_greedy,1.530
47,ocs_eps_preset_dynamic_greedy,1.000
47,pure_ocs_pruned,1.396
47,ocs_eps_pruned,0.813
47,ocs_eps_large_small,3.364
47,ocs_eps_preset_greedy,3.052
47,pure_ocs_3hop_preset,1.396
48,ocs_eps_global_ksp,1.811
48,pure_ocs_ksp,1.535
48,eps_ecmp,0.570
48,pure_ocs_ksp_greedy,1.273
48,ocs_eps_preset_dynamic_greedy,1.000
48,pure_ocs_pruned,1.485
48,ocs_eps_pruned,1.353
48,ocs_eps_large_small,1.965
48,ocs_eps_preset_greedy,2.604
48,pure_ocs_3hop_preset,1.485
49,ocs_eps_global_ksp,1.723
49,pure_ocs_ksp,1.427
49,eps_ecmp,0.599
49,pure_ocs_ksp_greedy,1.397
49,ocs_eps_preset_dynamic_greedy,1.000
49,pure_ocs_pruned,1.182
49,ocs_eps_pruned,1.239
49,ocs_eps_large_small,1.430
49,ocs_eps_preset_greedy,1.792
49,pure_ocs_3hop_preset,1.182
50,ocs_eps_global_ksp,2.679
50,pure_ocs_ksp,1.373
50,eps_ecmp,0.510
50,pure_ocs_ksp_greedy,1.254
50,ocs_eps_preset_dynamic_greedy,1.000
50,pure_ocs_pruned,1.219
50,ocs_eps_pruned,0.914
50,ocs_eps_large_small,2.532
50,ocs_eps_preset_greedy,3.124
50,pure_ocs_3hop_preset,1.219
51,ocs_eps_global_ksp,1.709
51,pure_ocs_ksp,1.572
51,eps_ecmp,0.506
51,pure_ocs_ksp_greedy,1.483
51,ocs_eps_preset_dynamic_greedy,1.000
51,pure_ocs_pruned,1.281
51,ocs_eps_pruned,1.447
51,ocs_eps_large_small,2.065
51,ocs_eps_preset_greedy,6.867
51,pure_ocs_3hop_preset,1.281
