scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.000000,4099.646706,1.229669,4099.646706,1.229669,48,0
pure_ocs_ksp,100.000000,3988.651194,1.196376,3988.651194,1.196376,48,0
eps_ecmp,100.000000,2867.107913,0.859975,2867.107913,0.859975,48,0
ocs_eps_large_small,100.000000,4932.754463,1.479555,4932.754463,1.479555,48,0
pure_ocs_ksp_greedy,100.000000,3692.188414,1.107454,3692.188414,1.107454,48,0
ocs_eps_preset_greedy,100.000000,5629.940441,1.688673,5629.940441,1.688673,48,0
ocs_eps_preset_dynamic_greedy,100.000000,3333.943904,1.000000,3333.943904,1.000000,48,0
pure_ocs_3hop_preset,100.000000,3695.978031,1.108590,3695.978031,1.108590,48,0
pure_ocs_pruned,100.000000,3695.978031,1.108590,3695.978031,1.108590,48,0
ocs_eps_pruned,100.000000,2792.370762,0.837558,2792.370762,0.837558,48,0
