scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
helios_t10,99.0,2722.452,1.219,2722.452,1.219,80,0
helios_t20,99.0,2397.366,1.073,2397.366,1.073,80,0
helios_t30,99.0,2508.539,1.123,2508.539,1.123,80,0
helios_t40,99.0,2167.396,0.970,2167.396,0.970,80,0
helios_t50,99.0,2093.195,0.937,2093.195,0.937,80,0
helios_t60,99.0,2623.771,1.174,2623.771,1.174,80,0
helios_t70,99.0,2647.383,1.185,2647.383,1.185,80,0
helios_t80,99.0,3405.521,1.524,3405.521,1.524,80,0
helios_t90,99.0,3611.271,1.616,3611.271,1.616,80,0
hyacinth_dynamic,99.0,2234.239,1.000,2234.239,1.000,80,0
hyacinth_preset_t10,99.0,2326.994,1.042,2326.994,1.042,80,0
hyacinth_preset_t20,99.0,2213.936,0.991,2213.936,0.991,80,0
hyacinth_preset_t30,99.0,2075.159,0.929,2075.159,0.929,80,0
hyacinth_preset_t40,99.0,2259.076,1.011,2259.076,1.011,80,0
hyacinth_preset_t50,99.0,2354.848,1.054,2354.848,1.054,80,0
hyacinth_preset_t60,99.0,2585.758,1.157,2585.758,1.157,80,0
hyacinth_preset_t70,99.0,2664.508,1.193,2664.508,1.193,80,0
hyacinth_preset_t80,99.0,3422.655,1.532,3422.655,1.532,80,0
hyacinth_preset_t90,99.0,3556.069,1.592,3556.069,1.592,80,0
