case_base,scheduler,seed_count,mean_avg_relative_cct_vs_dynamic,std_avg_relative_cct_vs_dynamic
spread0ms,ocs_eps_global_ksp,10,1.138,0.118
spread0ms,pure_ocs_ksp,10,1.365,0.203
spread0ms,eps_ecmp,10,0.378,0.058
spread0ms,pure_ocs_ksp_greedy,10,1.237,0.209
spread0ms,ocs_eps_preset_dynamic_greedy,10,1.000,0.000
spread0ms,pure_ocs_pruned,10,1.190,0.239
spread0ms,ocs_eps_pruned,10,0.889,0.243
spread0ms,ocs_eps_large_small,10,1.953,0.362
spread0ms,ocs_eps_preset_greedy,10,1.591,0.158
spread0ms,pure_ocs_3hop_preset,10,1.190,0.239
spread100ms,ocs_eps_global_ksp,10,1.202,0.160
spread100ms,pure_ocs_ksp,10,1.289,0.197
spread100ms,eps_ecmp,10,0.855,0.284
spread100ms,pure_ocs_ksp_greedy,10,1.292,0.150
spread100ms,ocs_eps_preset_dynamic_greedy,10,1.000,0.000
spread100ms,pure_ocs_pruned,10,1.219,0.193
spread100ms,ocs_eps_pruned,10,1.152,0.271
spread100ms,ocs_eps_large_small,10,1.767,0.384
spread100ms,ocs_eps_preset_greedy,10,1.430,0.293
spread100ms,pure_ocs_3hop_preset,10,1.219,0.193
spread25ms,ocs_eps_global_ksp,10,1.105,0.244
spread25ms,pure_ocs_ksp,10,1.250,0.209
spread25ms,eps_ecmp,10,0.430,0.061
spread25ms,pure_ocs_ksp_greedy,10,1.234,0.333
spread25ms,ocs_eps_preset_dynamic_greedy,10,1.000,0.000
spread25ms,pure_ocs_pruned,10,1.156,0.181
spread25ms,ocs_eps_pruned,10,0.777,0.198
spread25ms,ocs_eps_large_small,10,1.838,0.466
spread25ms,ocs_eps_preset_greedy,10,1.639,0.840
spread25ms,pure_ocs_3hop_preset,10,1.156,0.181
spread50ms,ocs_eps_global_ksp,10,1.130,0.241
spread50ms,pure_ocs_ksp,10,1.390,0.316
spread50ms,eps_ecmp,10,0.598,0.152
spread50ms,pure_ocs_ksp_greedy,10,1.160,0.138
spread50ms,ocs_eps_preset_dynamic_greedy,10,1.000,0.000
spread50ms,pure_ocs_pruned,10,1.238,0.372
spread50ms,ocs_eps_pruned,10,0.926,0.185
spread50ms,ocs_eps_large_small,10,1.854,0.279
spread50ms,ocs_eps_preset_greedy,10,1.521,0.237
spread50ms,pure_ocs_3hop_preset,10,1.238,0.372
spread75ms,ocs_eps_global_ksp,10,1.038,0.207
spread75ms,pure_ocs_ksp,10,1.267,0.278
spread75ms,eps_ecmp,10,0.622,0.178
spread75ms,pure_ocs_ksp_greedy,10,1.358,0.227
spread75ms,ocs_eps_preset_dynamic_greedy,10,1.000,0.000
spread75ms,pure_ocs_pruned,10,1.130,0.218
spread75ms,ocs_eps_pruned,10,0.986,0.219
spread75ms,ocs_eps_large_small,10,1.839,0.318
spread75ms,ocs_eps_preset_greedy,10,1.432,0.311
spread75ms,pure_ocs_3hop_preset,10,1.130,0.218
