case_base,scheduler,seed_count,mean_avg_relative_cct_vs_dynamic,std_avg_relative_cct_vs_dynamic
spread0ms,ocs_eps_global_ksp,10,1.096,0.102
spread0ms,pure_ocs_ksp,10,1.339,0.185
spread0ms,eps_ecmp,10,0.371,0.063
spread0ms,pure_ocs_ksp_greedy,10,1.205,0.156
spread0ms,ocs_eps_preset_dynamic_greedy,10,1.000,0.000
spread0ms,pure_ocs_pruned,10,1.189,0.245
spread0ms,ocs_eps_pruned,10,0.827,0.166
spread0ms,ocs_eps_large_small,10,1.882,0.345
spread0ms,ocs_eps_preset_greedy,10,1.552,0.133
spread0ms,pure_ocs_3hop_preset,10,1.189,0.245
spread100ms,ocs_eps_global_ksp,10,1.210,0.166
spread100ms,pure_ocs_ksp,10,1.289,0.232
spread100ms,eps_ecmp,10,0.798,0.209
spread100ms,pure_ocs_ksp_greedy,10,1.276,0.155
spread100ms,ocs_eps_preset_dynamic_greedy,10,1.000,0.000
spread100ms,pure_ocs_pruned,10,1.224,0.227
spread100ms,ocs_eps_pruned,10,1.104,0.231
spread100ms,ocs_eps_large_small,10,1.741,0.335
spread100ms,ocs_eps_preset_greedy,10,1.433,0.230
spread100ms,pure_ocs_3hop_preset,10,1.224,0.227
spread25ms,ocs_eps_global_ksp,10,1.088,0.181
spread25ms,pure_ocs_ksp,10,1.268,0.194
spread25ms,eps_ecmp,10,0.430,0.050
spread25ms,pure_ocs_ksp_greedy,10,1.196,0.208
spread25ms,ocs_eps_preset_dynamic_greedy,10,1.000,0.000
spread25ms,pure_ocs_pruned,10,1.147,0.159
spread25ms,ocs_eps_pruned,10,0.776,0.168
spread25ms,ocs_eps_large_small,10,1.789,0.326
spread25ms,ocs_eps_preset_greedy,10,1.656,0.815
spread25ms,pure_ocs_3hop_preset,10,1.147,0.159
spread50ms,ocs_eps_global_ksp,10,1.139,0.211
spread50ms,pure_ocs_ksp,10,1.362,0.289
spread50ms,eps_ecmp,10,0.583,0.108
spread50ms,pure_ocs_ksp_greedy,10,1.179,0.123
spread50ms,ocs_eps_preset_dynamic_greedy,10,1.000,0.000
spread50ms,pure_ocs_pruned,10,1.253,0.363
spread50ms,ocs_eps_pruned,10,0.905,0.127
spread50ms,ocs_eps_large_small,10,1.832,0.229
spread50ms,ocs_eps_preset_greedy,10,1.525,0.224
spread50ms,pure_ocs_3hop_preset,10,1.253,0.363
spread75ms,ocs_eps_global_ksp,10,1.038,0.157
spread75ms,pure_ocs_ksp,10,1.262,0.225
spread75ms,eps_ecmp,10,0.613,0.151
spread75ms,pure_ocs_ksp_greedy,10,1.304,0.148
spread75ms,ocs_eps_preset_dynamic_greedy,10,1.000,0.000
spread75ms,pure_ocs_pruned,10,1.124,0.180
spread75ms,ocs_eps_pruned,10,1.001,0.241
spread75ms,ocs_eps_large_small,10,1.839,0.259
spread75ms,ocs_eps_preset_greedy,10,1.427,0.262
spread75ms,pure_ocs_3hop_preset,10,1.124,0.180
