case_base,seed,scheduler,avg_relative_fct_vs_dynamic
spread0ms,42,ocs_eps_global_ksp,1.916
spread0ms,42,pure_ocs_ksp,3.358
spread0ms,42,eps_ecmp,0.437
spread0ms,42,pure_ocs_ksp_greedy,1.625
spread0ms,42,ocs_eps_preset_dynamic_greedy,1.000
spread0ms,42,pure_ocs_pruned,1.389
spread0ms,42,ocs_eps_pruned,0.721
spread0ms,42,ocs_eps_large_small,1.719
spread0ms,42,ocs_eps_preset_greedy,3.804
spread0ms,42,pure_ocs_3hop_preset,1.389
spread0ms,43,ocs_eps_global_ksp,1.073
spread0ms,43,pure_ocs_ksp,1.343
spread0ms,43,eps_ecmp,0.417
spread0ms,43,pure_ocs_ksp_greedy,2.712
spread0ms,43,ocs_eps_preset_dynamic_greedy,1.000
spread0ms,43,pure_ocs_pruned,1.028
spread0ms,43,ocs_eps_pruned,2.884
spread0ms,43,ocs_eps_large_small,1.387
spread0ms,43,ocs_eps_preset_greedy,2.603
spread0ms,43,pure_ocs_3hop_preset,1.028
spread0ms,44,ocs_eps_global_ksp,1.215
spread0ms,44,pure_ocs_ksp,1.445
spread0ms,44,eps_ecmp,0.371
spread0ms,44,pure_ocs_ksp_greedy,1.366
spread0ms,44,ocs_eps_preset_dynamic_greedy,1.000
spread0ms,44,pure_ocs_pruned,1.802
spread0ms,44,ocs_eps_pruned,0.687
spread0ms,44,ocs_eps_large_small,1.696
spread0ms,44,ocs_eps_preset_greedy,2.119
spread0ms,44,pure_ocs_3hop_preset,1.802
spread0ms,45,ocs_eps_global_ksp,1.227
spread0ms,45,pure_ocs_ksp,1.395
spread0ms,45,eps_ecmp,0.449
spread0ms,45,pure_ocs_ksp_greedy,1.327
spread0ms,45,ocs_eps_preset_dynamic_greedy,1.000
spread0ms,45,pure_ocs_pruned,1.133
spread0ms,45,ocs_eps_pruned,0.795
spread0ms,45,ocs_eps_large_small,1.542
spread0ms,45,ocs_eps_preset_greedy,1.904
spread0ms,45,pure_ocs_3hop_preset,1.133
spread0ms,46,ocs_eps_global_ksp,1.152
spread0ms,46,pure_ocs_ksp,1.386
spread0ms,46,eps_ecmp,0.415
spread0ms,46,pure_ocs_ksp_greedy,3.124
spread0ms,46,ocs_eps_preset_dynamic_greedy,1.000
spread0ms,46,pure_ocs_pruned,1.294
spread0ms,46,ocs_eps_pruned,0.782
spread0ms,46,ocs_eps_large_small,1.289
spread0ms,46,ocs_eps_preset_greedy,3.282
spread0ms,46,pure_ocs_3hop_preset,1.294
spread0ms,47,ocs_eps_global_ksp,2.307
spread0ms,47,pure_ocs_ksp,1.488
spread0ms,47,eps_ecmp,0.383
spread0ms,47,pure_ocs_ksp_greedy,1.940
spread0ms,47,ocs_eps_preset_dynamic_greedy,1.000
spread0ms,47,pure_ocs_pruned,1.338
spread0ms,47,ocs_eps_pruned,0.820
spread0ms,47,ocs_eps_large_small,3.620
spread0ms,47,ocs_eps_preset_greedy,2.092
spread0ms,47,pure_ocs_3hop_preset,1.338
spread0ms,48,ocs_eps_global_ksp,1.249
spread0ms,48,pure_ocs_ksp,1.372
spread0ms,48,eps_ecmp,0.347
spread0ms,48,pure_ocs_ksp_greedy,1.307
spread0ms,48,ocs_eps_preset_dynamic_greedy,1.000
spread0ms,48,pure_ocs_pruned,1.413
spread0ms,48,ocs_eps_pruned,0.749
spread0ms,48,ocs_eps_large_small,1.285
spread0ms,48,ocs_eps_preset_greedy,3.841
spread0ms,48,pure_ocs_3hop_preset,1.413
spread0ms,49,ocs_eps_global_ksp,1.265
spread0ms,49,pure_ocs_ksp,1.472
spread0ms,49,eps_ecmp,0.417
spread0ms,49,pure_ocs_ksp_greedy,1.388
spread0ms,49,ocs_eps_preset_dynamic_greedy,1.000
spread0ms,49,pure_ocs_pruned,1.155
spread0ms,49,ocs_eps_pruned,0.805
spread0ms,49,ocs_eps_large_small,1.243
spread0ms,49,ocs_eps_preset_greedy,2.146
spread0ms,49,pure_ocs_3hop_preset,1.155
spread0ms,50,ocs_eps_global_ksp,1.146
spread0ms,50,pure_ocs_ksp,1.386
spread0ms,50,eps_ecmp,0.345
spread0ms,50,pure_ocs_ksp_greedy,1.326
spread0ms,50,ocs_eps_preset_dynamic_greedy,1.000
spread0ms,50,pure_ocs_pruned,1.115
spread0ms,50,ocs_eps_pruned,0.750
spread0ms,50,ocs_eps_large_small,1.256
spread0ms,50,ocs_eps_preset_greedy,1.801
spread0ms,50,pure_ocs_3hop_preset,1.115
spread0ms,51,ocs_eps_global_ksp,2.340
spread0ms,51,pure_ocs_ksp,1.636
spread0ms,51,eps_ecmp,0.420
spread0ms,51,pure_ocs_ksp_greedy,1.501
spread0ms,51,ocs_eps_preset_dynamic_greedy,1.000
spread0ms,51,pure_ocs_pruned,1.875
spread0ms,51,ocs_eps_pruned,0.892
spread0ms,51,ocs_eps_large_small,2.110
spread0ms,51,ocs_eps_preset_greedy,2.504
spread0ms,51,pure_ocs_3hop_preset,1.875
spread100ms,42,ocs_eps_global_ksp,1.823
spread100ms,42,pure_ocs_ksp,1.299
spread100ms,42,eps_ecmp,0.676
spread100ms,42,pure_ocs_ksp_greedy,1.157
spread100ms,42,ocs_eps_preset_dynamic_greedy,1.000
spread100ms,42,pure_ocs_pruned,1.116
spread100ms,42,ocs_eps_pruned,0.866
spread100ms,42,ocs_eps_large_small,1.555
spread100ms,42,ocs_eps_preset_greedy,1.801
spread100ms,42,pure_ocs_3hop_preset,1.116
spread100ms,43,ocs_eps_global_ksp,1.648
spread100ms,43,pure_ocs_ksp,1.196
spread100ms,43,eps_ecmp,0.700
spread100ms,43,pure_ocs_ksp_greedy,1.382
spread100ms,43,ocs_eps_preset_dynamic_greedy,1.000
