model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
L1,L,64,8,64,36,0.500000,"[0,1,2,9,12,13,14,15,16,18,19,20,22,24,26,28,30,31,32,34,40,43,48,53,55,57,58,60,63,65,66,72,73,76,77,78]","[255,580,151,391,447,4,167,7]|[159,247,111,591,183,119,23,198]|[215,351,127,134,615,263,487,431]|[5,461,231,103,110,460,245,390]|[470,582,350,583,279,135,462,166]|[327,246,623,535,631,77,471,430]|[199,182,590,244,581,613,463,527]|[181,614,6,15,511,78,79,133]"
L2,L,64,8,64,36,0.500000,"[0,1,2,5,6,7,8,9,10,13,14,16,20,21,23,24,29,31,34,37,42,45,49,50,51,56,60,61,64,67,69,70,73,75,77,79]","[21,2,197,622,495,165,174,108]|[567,519,118,605,301,47,484,559]|[109,237,20,55,132,3,303,254]|[541,367,485,71,87,407,300,540]|[239,604,543,399,13,342,86,238]|[173,22,76,455,191,639,14,63]|[542,302,164,131,175,518,341,486]|[253,606,607,343,589,415,366,278]"
L3,L,64,8,64,36,0.500000,"[8,9,10,11,13,17,20,21,23,25,26,27,28,30,34,38,39,41,45,46,48,50,51,52,53,54,55,59,62,64,65,67,70,71,73,78]","[479,334,517,222,230,70,630,588]|[73,142,171,190,375,525,503,214]|[107,388,172,575,84,212,429,221]|[75,423,333,85,95,364,414,74]|[223,317,365,538,311,229,277,516]|[242,389,206,243,143,438,213,207]|[566,319,422,413,446,406,539,318]|[502,524,387,335,526,439,629,163]"
L4,L,64,8,64,36,0.500000,"[1,4,8,12,14,15,19,20,21,31,33,36,37,39,41,43,44,46,47,48,49,50,51,58,59,62,64,65,66,67,68,73,75,76,78,79]","[37,523,271,411,157,385,69,501]|[349,386,125,412,299,500,374,126]|[38,587,316,612,499,348,469,294]|[405,358,534,252,515,383,533,162]|[315,550,549,603,537,551,124,39]|[357,332,602,359,270,160,161,382]|[102,627,478,514,170,158,397,638]|[468,117,398,295,522,12,628,586]"
L5,L,64,9,64,36,0.490909,"[1,3,11,12,15,16,19,21,22,23,25,28,29,32,33,34,36,39,40,43,44,45,46,47,51,53,54,55,57,58,61,62,63,67,77,78]","[494,156,445,179,626,509,347,92]|[276,293,436,203,324,187,11,373]|[189,435,31,101,625,356,292,123]|[205,228,169,498,10,314,467,180]|[381,188,459,621,236,510,325,508]|[29,355,291,268,362,204,536,130]|[94,262,313,326,372,620,428,409]|[93,155,269,410,100,30,437,363]"
L6,L,64,9,64,36,0.490909,"[2,3,4,5,6,9,16,17,18,21,23,25,27,28,30,31,34,35,36,40,45,48,50,51,55,56,58,61,65,66,68,71,73,74,76,79]","[531,636,611,241,444,454,129,217]|[225,274,45,290,141,585,224,148]|[521,140,465,546,403,323,46,547]|[545,532,574,28,202,54,18,218]|[53,275,548,466,19,384,149,35]|[634,150,227,599,635,226,637,186]|[408,220,168,610,251,530,139,287]|[493,361,404,219,573,36,27,72]"
L7,L,64,10,64,37,0.500000,"[0,1,4,7,10,11,13,14,15,16,17,23,24,27,33,34,36,43,44,45,52,53,54,55,56,58,60,61,64,65,66,68,69,70,71,75,77]","[421,544,354,529,557,346,194,601]|[91,105,185,451,571,184,453,128]|[61,443,1,114,492,491,619,272]|[434,513,122,482,82,618,420,572]|[483,34,9,600,565,266,196,289]|[106,570,419,62,113,273,0,216]|[267,138,418,115,464,288,520,427]|[353,360,83,116,195,558,452,90]"
L8,L,64,12,62,37,0.500000,"[1,2,4,5,6,8,11,13,14,19,22,25,29,30,31,32,33,35,37,38,39,40,41,52,54,56,57,60,63,64,66,69,70,71,73,78,79]","[584,248,260,564,44,250,457,298]|[178,556,322,50,17,458,448,310]|[104,201,308,285,8,16,507,286]|[235,449,450,240,249,555,67,51]|[234,89,307,633,330,481,563,624]|[177,88,112,417,512,154,569,309]|[52,528,68,33,261,554,153,312]|[432,505,331,265,259,433,416,506]"
L9,L,64,14,47,30,0.484848,"[3,4,7,8,10,15,17,18,19,22,25,26,32,37,42,43,44,46,49,55,57,59,60,63,69,71,72,74,76,77]","[568,258,59,200,57,81,598,352]|[345,504,65,339,553,176,577,396]|[578,296,552,26,441,475,25,442]|[474,608,394,24,617,597,476,370]|[336,395,211,64,58,596,371,337]|[473,121,146,32,147,338,210,297]|[344,137,579,477,340,456,595,609]|[60,66,145,257,616,594,152,480]"
L10,L,64,30,30,30,0.000000,"[5,6,7,10,12,15,17,18,24,26,29,32,33,35,38,40,41,46,47,49,50,53,55,59,61,62,70,72,74,79]","[42,193,97,136,562,393,96,472]|[497,209,208,320,426,99,560,489]|[321,376,593,304,98,329,561,392]|[48,328,424,425,380,368,49,576]|[40,264,402,80,369,284,144,283]|[306,378,120,496,281,379,488,232]|[56,490,305,43,377,401,440,233]|[400,592,632,282,256,280,41,192]"
