scheduler,seed_count,mean_avg_relative_cct_vs_dynamic,std_avg_relative_cct_vs_dynamic
ocs_eps_global_ksp,10,1.403,0.125
pure_ocs_ksp,10,1.034,0.052
eps_ecmp,10,1.053,0.034
pure_ocs_ksp_greedy,10,0.994,0.035
ocs_eps_preset_dynamic_greedy,10,1.000,0.000
pure_ocs_pruned,10,0.987,0.041
ocs_eps_pruned,10,0.995,0.042
ocs_eps_large_small,10,0.970,0.044
ocs_eps_preset_greedy,10,0.997,0.048
pure_ocs_3hop_preset,10,0.987,0.041
