scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
helios_t10,95.0,2238.323,1.231,2238.323,1.231,80,0
helios_t20,95.0,1724.001,0.948,1724.001,0.948,80,0
helios_t30,95.0,1967.231,1.082,1967.231,1.082,80,0
helios_t40,95.0,1979.258,1.088,1979.258,1.088,80,0
helios_t50,95.0,2028.685,1.115,2028.685,1.115,80,0
helios_t60,95.0,2188.965,1.204,2188.965,1.204,80,0
helios_t70,95.0,2389.717,1.314,2389.717,1.314,80,0
helios_t80,95.0,2853.033,1.569,2853.033,1.569,80,0
helios_t90,95.0,2866.973,1.576,2866.973,1.576,80,0
hyacinth_dynamic,95.0,1818.730,1.000,1818.730,1.000,80,0
hyacinth_preset_t10,95.0,1756.438,0.966,1756.438,0.966,80,0
hyacinth_preset_t20,95.0,1952.514,1.074,1952.514,1.074,80,0
hyacinth_preset_t30,95.0,1848.815,1.017,1848.815,1.017,80,0
hyacinth_preset_t40,95.0,1891.837,1.040,1891.837,1.040,80,0
hyacinth_preset_t50,95.0,2301.286,1.265,2301.286,1.265,80,0
hyacinth_preset_t60,95.0,2207.727,1.214,2207.727,1.214,80,0
hyacinth_preset_t70,95.0,2471.882,1.359,2471.882,1.359,80,0
hyacinth_preset_t80,95.0,3590.132,1.974,3590.132,1.974,80,0
hyacinth_preset_t90,95.0,3462.240,1.904,3462.240,1.904,80,0
