case_base,scheduler,seed_count,mean_avg_solve_time_ms,std_avg_solve_time_ms
mix10S,ocs_eps_global_ksp,10,0.000,0.000
mix10S,pure_ocs_ksp,10,0.000,0.000
mix10S,eps_ecmp,10,0.000,0.000
mix10S,pure_ocs_ksp_greedy,10,0.089,0.024
mix10S,ocs_eps_preset_dynamic_greedy,10,0.162,0.058
mix10S,pure_ocs_pruned,10,0.198,0.059
mix10S,ocs_eps_pruned,10,0.214,0.090
mix10S,ocs_eps_large_small,10,0.000,0.000
mix10S,ocs_eps_preset_greedy,10,0.112,0.094
mix10S,pure_ocs_3hop_preset,10,0.188,0.080
mix3L2M1S,ocs_eps_global_ksp,10,0.000,0.000
mix3L2M1S,pure_ocs_ksp,10,0.000,0.000
mix3L2M1S,eps_ecmp,10,0.000,0.000
mix3L2M1S,pure_ocs_ksp_greedy,10,0.142,0.025
mix3L2M1S,ocs_eps_preset_dynamic_greedy,10,0.359,0.190
mix3L2M1S,pure_ocs_pruned,10,0.323,0.083
mix3L2M1S,ocs_eps_pruned,10,0.479,0.412
mix3L2M1S,ocs_eps_large_small,10,0.000,0.000
mix3L2M1S,ocs_eps_preset_greedy,10,0.357,0.582
mix3L2M1S,pure_ocs_3hop_preset,10,0.356,0.112
mix5L,ocs_eps_global_ksp,10,0.000,0.000
mix5L,pure_ocs_ksp,10,0.000,0.000
mix5L,eps_ecmp,10,0.000,0.000
mix5L,pure_ocs_ksp_greedy,10,0.203,0.016
mix5L,ocs_eps_preset_dynamic_greedy,10,0.895,1.541
mix5L,pure_ocs_pruned,10,0.596,0.323
mix5L,ocs_eps_pruned,10,0.618,0.541
mix5L,ocs_eps_large_small,10,0.000,0.000
mix5L,ocs_eps_preset_greedy,10,0.370,0.471
mix5L,pure_ocs_3hop_preset,10,0.472,0.153
