case_base,scheduler,seed_count,mean_avg_relative_cct_vs_dynamic,std_avg_relative_cct_vs_dynamic
mix10S,ocs_eps_global_ksp,10,1.167,0.220
mix10S,pure_ocs_ksp,10,1.253,0.206
mix10S,eps_ecmp,10,0.820,0.224
mix10S,pure_ocs_ksp_greedy,10,1.187,0.160
mix10S,ocs_eps_preset_dynamic_greedy,10,1.000,0.000
mix10S,pure_ocs_pruned,10,1.181,0.250
mix10S,ocs_eps_pruned,10,1.080,0.444
mix10S,ocs_eps_large_small,10,1.763,0.432
mix10S,ocs_eps_preset_greedy,10,1.544,0.410
mix10S,pure_ocs_3hop_preset,10,1.181,0.250
mix3L2M1S,ocs_eps_global_ksp,10,1.202,0.160
mix3L2M1S,pure_ocs_ksp,10,1.289,0.197
mix3L2M1S,eps_ecmp,10,0.855,0.284
mix3L2M1S,pure_ocs_ksp_greedy,10,1.292,0.150
mix3L2M1S,ocs_eps_preset_dynamic_greedy,10,1.000,0.000
mix3L2M1S,pure_ocs_pruned,10,1.219,0.193
mix3L2M1S,ocs_eps_pruned,10,1.152,0.271
mix3L2M1S,ocs_eps_large_small,10,1.767,0.384
mix3L2M1S,ocs_eps_preset_greedy,10,1.430,0.293
mix3L2M1S,pure_ocs_3hop_preset,10,1.219,0.193
mix5L,ocs_eps_global_ksp,10,1.143,0.208
mix5L,pure_ocs_ksp,10,1.224,0.186
mix5L,eps_ecmp,10,0.643,0.091
mix5L,pure_ocs_ksp_greedy,10,1.063,0.137
mix5L,ocs_eps_preset_dynamic_greedy,10,1.000,0.000
mix5L,pure_ocs_pruned,10,1.072,0.116
mix5L,ocs_eps_pruned,10,0.956,0.164
mix5L,ocs_eps_large_small,10,1.734,0.228
mix5L,ocs_eps_preset_greedy,10,1.334,0.246
mix5L,pure_ocs_3hop_preset,10,1.072,0.116
