case_base,seed,scheduler,avg_relative_fct_vs_dynamic
mix10S,42,ocs_eps_global_ksp,2.490
mix10S,42,pure_ocs_ksp,1.139
mix10S,42,eps_ecmp,0.616
mix10S,42,pure_ocs_ksp_greedy,2.125
mix10S,42,ocs_eps_preset_dynamic_greedy,1.000
mix10S,42,pure_ocs_pruned,2.493
mix10S,42,ocs_eps_pruned,1.606
mix10S,42,ocs_eps_large_small,1.431
mix10S,42,ocs_eps_preset_greedy,3.023
mix10S,42,pure_ocs_3hop_preset,2.493
mix10S,43,ocs_eps_global_ksp,3.207
mix10S,43,pure_ocs_ksp,1.200
mix10S,43,eps_ecmp,0.681
mix10S,43,pure_ocs_ksp_greedy,1.351
mix10S,43,ocs_eps_preset_dynamic_greedy,1.000
mix10S,43,pure_ocs_pruned,1.906
mix10S,43,ocs_eps_pruned,1.354
mix10S,43,ocs_eps_large_small,2.096
mix10S,43,ocs_eps_preset_greedy,2.458
mix10S,43,pure_ocs_3hop_preset,1.906
mix10S,44,ocs_eps_global_ksp,1.304
mix10S,44,pure_ocs_ksp,1.456
mix10S,44,eps_ecmp,0.693
mix10S,44,pure_ocs_ksp_greedy,1.264
mix10S,44,ocs_eps_preset_dynamic_greedy,1.000
mix10S,44,pure_ocs_pruned,1.897
mix10S,44,ocs_eps_pruned,1.257
mix10S,44,ocs_eps_large_small,1.312
mix10S,44,ocs_eps_preset_greedy,2.269
mix10S,44,pure_ocs_3hop_preset,1.897
mix10S,45,ocs_eps_global_ksp,1.510
mix10S,45,pure_ocs_ksp,1.129
mix10S,45,eps_ecmp,0.588
mix10S,45,pure_ocs_ksp_greedy,1.193
mix10S,45,ocs_eps_preset_dynamic_greedy,1.000
mix10S,45,pure_ocs_pruned,1.444
mix10S,45,ocs_eps_pruned,0.885
mix10S,45,ocs_eps_large_small,1.109
mix10S,45,ocs_eps_preset_greedy,2.117
mix10S,45,pure_ocs_3hop_preset,1.444
mix10S,46,ocs_eps_global_ksp,2.229
mix10S,46,pure_ocs_ksp,1.484
mix10S,46,eps_ecmp,0.663
mix10S,46,pure_ocs_ksp_greedy,1.411
mix10S,46,ocs_eps_preset_dynamic_greedy,1.000
mix10S,46,pure_ocs_pruned,1.113
mix10S,46,ocs_eps_pruned,1.418
mix10S,46,ocs_eps_large_small,1.848
mix10S,46,ocs_eps_preset_greedy,15.444
mix10S,46,pure_ocs_3hop_preset,1.113
mix10S,47,ocs_eps_global_ksp,2.012
mix10S,47,pure_ocs_ksp,1.279
mix10S,47,eps_ecmp,0.602
mix10S,47,pure_ocs_ksp_greedy,1.500
mix10S,47,ocs_eps_preset_dynamic_greedy,1.000
mix10S,47,pure_ocs_pruned,1.410
mix10S,47,ocs_eps_pruned,1.614
mix10S,47,ocs_eps_large_small,1.577
mix10S,47,ocs_eps_preset_greedy,4.108
mix10S,47,pure_ocs_3hop_preset,1.410
mix10S,48,ocs_eps_global_ksp,1.864
mix10S,48,pure_ocs_ksp,1.375
mix10S,48,eps_ecmp,0.564
mix10S,48,pure_ocs_ksp_greedy,1.688
mix10S,48,ocs_eps_preset_dynamic_greedy,1.000
mix10S,48,pure_ocs_pruned,2.500
mix10S,48,ocs_eps_pruned,2.270
mix10S,48,ocs_eps_large_small,2.351
mix10S,48,ocs_eps_preset_greedy,2.320
mix10S,48,pure_ocs_3hop_preset,2.500
mix10S,49,ocs_eps_global_ksp,1.689
mix10S,49,pure_ocs_ksp,1.206
mix10S,49,eps_ecmp,0.573
mix10S,49,pure_ocs_ksp_greedy,1.343
mix10S,49,ocs_eps_preset_dynamic_greedy,1.000
mix10S,49,pure_ocs_pruned,2.022
mix10S,49,ocs_eps_pruned,1.776
mix10S,49,ocs_eps_large_small,1.922
mix10S,49,ocs_eps_preset_greedy,2.748
mix10S,49,pure_ocs_3hop_preset,2.022
mix10S,50,ocs_eps_global_ksp,2.306
mix10S,50,pure_ocs_ksp,1.232
mix10S,50,eps_ecmp,0.558
mix10S,50,pure_ocs_ksp_greedy,1.260
mix10S,50,ocs_eps_preset_dynamic_greedy,1.000
mix10S,50,pure_ocs_pruned,1.484
mix10S,50,ocs_eps_pruned,7.074
mix10S,50,ocs_eps_large_small,1.920
mix10S,50,ocs_eps_preset_greedy,2.599
mix10S,50,pure_ocs_3hop_preset,1.484
mix10S,51,ocs_eps_global_ksp,2.133
mix10S,51,pure_ocs_ksp,1.268
mix10S,51,eps_ecmp,0.714
mix10S,51,pure_ocs_ksp_greedy,1.240
mix10S,51,ocs_eps_preset_dynamic_greedy,1.000
mix10S,51,pure_ocs_pruned,1.826
mix10S,51,ocs_eps_pruned,2.348
mix10S,51,ocs_eps_large_small,2.253
mix10S,51,ocs_eps_preset_greedy,2.425
mix10S,51,pure_ocs_3hop_preset,1.826
mix3L2M1S,42,ocs_eps_global_ksp,1.823
mix3L2M1S,42,pure_ocs_ksp,1.299
mix3L2M1S,42,eps_ecmp,0.676
mix3L2M1S,42,pure_ocs_ksp_greedy,1.157
mix3L2M1S,42,ocs_eps_preset_dynamic_greedy,1.000
mix3L2M1S,42,pure_ocs_pruned,1.116
mix3L2M1S,42,ocs_eps_pruned,0.866
mix3L2M1S,42,ocs_eps_large_small,1.555
mix3L2M1S,42,ocs_eps_preset_greedy,1.801
mix3L2M1S,42,pure_ocs_3hop_preset,1.116
mix3L2M1S,43,ocs_eps_global_ksp,1.648
mix3L2M1S,43,pure_ocs_ksp,1.196
mix3L2M1S,43,eps_ecmp,0.700
mix3L2M1S,43,pure_ocs_ksp_greedy,1.382
mix3L2M1S,43,ocs_eps_preset_dynamic_greedy,1.000
mix3L2M1S,43,pure_ocs_pruned,1.482
mix3L2M1S,43,ocs_eps_pruned,1.132
mix3L2M1S,43,ocs_eps_large_small,1.374
mix3L2M1S,43,ocs_eps_preset_greedy,1.972
mix3L2M1S,43,pure_ocs_3hop_preset,1.482
mix3L2M1S,44,ocs_eps_global_ksp,2.037
mix3L2M1S,44,pure_ocs_ksp,1.175
mix3L2M1S,44,eps_ecmp,0.627
mix3L2M1S,44,pure_ocs_ksp_greedy,1.139
