case_base,scheduler,seed_count,mean_avg_relative_cct_vs_dynamic,std_avg_relative_cct_vs_dynamic
mix10S,ocs_eps_global_ksp,10,1.106,0.167
mix10S,pure_ocs_ksp,10,1.219,0.169
mix10S,eps_ecmp,10,0.711,0.156
mix10S,pure_ocs_ksp_greedy,10,1.200,0.173
mix10S,ocs_eps_preset_dynamic_greedy,10,1.000,0.000
mix10S,pure_ocs_pruned,10,1.188,0.240
mix10S,ocs_eps_pruned,10,1.076,0.494
mix10S,ocs_eps_large_small,10,1.645,0.347
mix10S,ocs_eps_preset_greedy,10,1.417,0.251
mix10S,pure_ocs_3hop_preset,10,1.188,0.240
mix3L2M1S,ocs_eps_global_ksp,10,1.210,0.166
mix3L2M1S,pure_ocs_ksp,10,1.289,0.232
mix3L2M1S,eps_ecmp,10,0.798,0.209
mix3L2M1S,pure_ocs_ksp_greedy,10,1.276,0.155
mix3L2M1S,ocs_eps_preset_dynamic_greedy,10,1.000,0.000
mix3L2M1S,pure_ocs_pruned,10,1.224,0.227
mix3L2M1S,ocs_eps_pruned,10,1.104,0.231
mix3L2M1S,ocs_eps_large_small,10,1.741,0.335
mix3L2M1S,ocs_eps_preset_greedy,10,1.433,0.230
mix3L2M1S,pure_ocs_3hop_preset,10,1.224,0.227
mix5L,ocs_eps_global_ksp,10,1.126,0.168
mix5L,pure_ocs_ksp,10,1.236,0.148
mix5L,eps_ecmp,10,0.645,0.083
mix5L,pure_ocs_ksp_greedy,10,1.077,0.124
mix5L,ocs_eps_preset_dynamic_greedy,10,1.000,0.000
mix5L,pure_ocs_pruned,10,1.064,0.085
mix5L,ocs_eps_pruned,10,0.965,0.139
mix5L,ocs_eps_large_small,10,1.706,0.180
mix5L,ocs_eps_preset_greedy,10,1.371,0.248
mix5L,pure_ocs_3hop_preset,10,1.064,0.085
