model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
L1,L,64,8,64,14,0.107143,"[3,8,26,34,36,41,47,49,51,66,67,70,78,79]","[295,636,278,31,68,634,565,29]|[564,214,534,276,293,294,414,542]|[70,27,213,532,335,629,399,541]|[637,215,411,383,396,566,71,333]|[533,540,638,395,567,382,279,639]|[563,334,398,30,543,28,635,412]|[630,413,277,332,69,67,66,539]|[212,631,211,26,415,535,381,397]"
L2,L,64,8,64,14,0.107143,"[5,8,12,13,17,22,30,34,36,42,46,52,55,59]","[474,65,422,139,291,106,274,110]|[111,108,181,143,373,475,46,479]|[109,101,141,244,421,275,290,473]|[477,100,103,341,102,446,372,247]|[374,375,64,371,98,242,45,43]|[47,478,243,140,472,445,476,443]|[182,245,340,292,423,343,444,107]|[246,142,339,44,99,183,447,342]"
L3,L,64,8,64,14,0.107143,"[10,13,14,32,34,35,40,41,43,45,52,63,71,78]","[115,322,351,81,510,365,118,574]|[508,366,104,260,117,573,326,417]|[82,420,87,283,363,105,280,327]|[364,331,575,367,324,262,628,261]|[83,323,350,116,347,627,85,572]|[418,263,626,86,84,330,119,325]|[346,286,282,509,507,284,348,281]|[419,511,287,114,349,416,273,285]"
L4,L,64,8,64,14,0.107143,"[5,12,19,21,25,32,41,42,49,53,62,65,71,75]","[159,503,174,570,498,205,158,336]|[606,337,155,206,42,431,521,154]|[501,524,523,175,569,429,499,428]|[203,525,338,426,604,424,526,393]|[168,96,172,430,40,204,169,522]|[500,328,173,605,527,425,502,427]|[207,259,258,257,171,256,41,607]|[170,157,571,329,603,97,156,394]"
M1,M,40,5,40,8,0.085714,"[2,11,14,24,26,33,45,75]","[267,362,22,113,18]|[195,197,20,21,17]|[95,360,93,271,194]|[16,270,269,23,361]|[92,199,601,112,265]|[19,192,209,210,91]|[89,198,90,266,268]|[193,602,600,196,94]"
M2,M,40,5,40,8,0.085714,"[1,10,22,27,44,63,72,74]","[14,13,223,505,178]|[15,577,359,595,219]|[598,357,599,579,222]|[594,217,356,596,179]|[12,597,358,11,177]|[506,583,180,581,218]|[580,354,353,80,578]|[220,582,10,355,221]"
M3,M,40,5,40,8,0.085714,"[9,27,34,38,39,61,68,79]","[547,77,272,548,79]|[549,311,319,493,317]|[313,308,316,312,550]|[76,306,491,74,495]|[307,545,544,632,546]|[318,315,492,314,216]|[494,75,78,310,551]|[73,633,309,305,490]"
S1,S,32,4,32,7,0.107143,"[28,36,48,56,58,66,76]","[228,229,451,468]|[611,615,612,391]|[469,448,231,530]|[230,613,289,470]|[467,390,450,455]|[453,454,531,529]|[610,452,609,614]|[449,389,471,388]"
S2,S,32,4,32,7,0.107143,"[6,19,31,38,43,64,70]","[253,51,54,345]|[344,304,561,252]|[50,251,513,52]|[516,153,248,49]|[250,514,55,518]|[152,48,512,560]|[519,254,562,515]|[255,53,517,249]"
S3,S,32,4,32,7,0.107143,"[20,23,47,48,55,60,74]","[486,166,187,485]|[482,190,188,480]|[167,442,385,160]|[164,441,481,440]|[163,191,186,165]|[162,379,484,387]|[483,189,161,487]|[380,386,592,593]"
