scheduler,avg_relative_fct_vs_dynamic,matched_bins,self_bins,dynamic_bins
ocs_eps_global_ksp,1.359555,17,17,17
pure_ocs_ksp,1.066052,17,17,17
eps_ecmp,1.029340,17,17,17
ocs_eps_large_small,1.206096,17,17,17
pure_ocs_ksp_greedy,1.031960,17,17,17
ocs_eps_preset_greedy,1.020725,17,17,17
ocs_eps_preset_dynamic_greedy,1.000000,17,17,17
pure_ocs_3hop_preset,1.043239,17,17,17
pure_ocs_pruned,1.043239,17,17,17
ocs_eps_pruned,1.029055,17,17,17
