scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,95.000000,2835.872384,1.567384,2835.872384,1.567384,80,0
pure_ocs_ksp,95.000000,1741.310549,0.962421,1741.310549,0.962421,80,0
eps_ecmp,95.000000,1862.216291,1.029245,1862.216291,1.029245,80,0
ocs_eps_large_small,95.000000,1798.626954,0.994099,1798.626954,0.994099,80,0
pure_ocs_ksp_greedy,95.000000,1811.658757,1.001302,1811.658757,1.001302,80,0
ocs_eps_preset_greedy,95.000000,1367.742547,0.755950,1367.742547,0.755950,80,0
ocs_eps_preset_dynamic_greedy,95.000000,1809.303254,1.000000,1809.303254,1.000000,80,0
pure_ocs_3hop_preset,95.000000,1432.972989,0.792003,1432.972989,0.792003,80,0
pure_ocs_pruned,95.000000,1432.972989,0.792003,1432.972989,0.792003,80,0
ocs_eps_pruned,95.000000,1583.264006,0.875068,1583.264006,0.875068,80,0
