scheduler,avg_relative_fct_vs_dynamic,matched_bins,self_bins,dynamic_bins
ocs_eps_global_ksp,1.910892,17,17,17
pure_ocs_ksp,1.009982,17,17,17
eps_ecmp,0.990401,17,17,17
ocs_eps_large_small,1.066110,17,17,17
pure_ocs_ksp_greedy,0.999377,17,17,17
ocs_eps_preset_greedy,0.987134,17,17,17
ocs_eps_preset_dynamic_greedy,1.000000,17,17,17
pure_ocs_3hop_preset,0.977738,17,17,17
pure_ocs_pruned,0.977738,17,17,17
ocs_eps_pruned,0.990260,17,17,17
