scheduler,seed_count,mean_avg_solve_time_ms,std_avg_solve_time_ms
ocs_eps_global_ksp,10,0.000,0.000
pure_ocs_ksp,10,0.000,0.000
eps_ecmp,10,0.000,0.000
pure_ocs_ksp_greedy,10,0.136,0.020
ocs_eps_preset_dynamic_greedy,10,0.385,0.113
pure_ocs_pruned,10,0.575,0.649
ocs_eps_pruned,10,0.376,0.106
ocs_eps_large_small,10,0.000,0.000
ocs_eps_preset_greedy,10,0.175,0.064
pure_ocs_3hop_preset,10,0.382,0.183
