scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,99.0,2663.148,1.742,2663.148,1.742,80,0
pure_ocs_ksp,99.0,1739.205,1.137,1739.205,1.137,80,0
eps_ecmp,99.0,1727.770,1.130,1727.770,1.130,80,0
ocs_eps_large_small,99.0,2161.060,1.413,2161.060,1.413,80,0
pure_ocs_ksp_greedy,99.0,1867.732,1.221,1867.732,1.221,80,0
ocs_eps_preset_greedy,99.0,1500.824,0.981,1500.824,0.981,80,0
ocs_eps_preset_dynamic_greedy,99.0,1529.207,1.000,1529.207,1.000,80,0
pure_ocs_3hop_preset,99.0,1614.540,1.056,1614.540,1.056,80,0
pure_ocs_pruned,99.0,1614.540,1.056,1614.540,1.056,80,0
ocs_eps_pruned,99.0,1557.119,1.018,1557.119,1.018,80,0
