scheduler,avg_relative_fct_vs_dynamic,matched_bins,self_bins,dynamic_bins
ocs_eps_global_ksp,1.307,17,17,17
pure_ocs_ksp,1.044,17,17,17
eps_ecmp,0.934,17,17,17
ocs_eps_large_small,1.273,17,17,17
pure_ocs_ksp_greedy,1.041,17,17,17
ocs_eps_preset_greedy,1.027,17,17,17
ocs_eps_preset_dynamic_greedy,1.000,17,17,17
pure_ocs_3hop_preset,1.017,17,17,17
pure_ocs_pruned,1.017,17,17,17
ocs_eps_pruned,1.008,17,17,17
