scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.0,1795.986,1.080,1795.986,1.080,48,0
pure_ocs_ksp,100.0,2244.082,1.349,2244.082,1.349,48,0
eps_ecmp,100.0,886.981,0.533,886.981,0.533,48,0
ocs_eps_large_small,100.0,2685.625,1.615,2685.625,1.615,48,0
pure_ocs_ksp_greedy,100.0,2032.085,1.222,2032.085,1.222,48,0
ocs_eps_preset_greedy,100.0,2371.108,1.425,2371.108,1.425,48,0
ocs_eps_preset_dynamic_greedy,100.0,1663.403,1.000,1663.403,1.000,48,0
pure_ocs_3hop_preset,100.0,1763.558,1.060,1763.558,1.060,48,0
pure_ocs_pruned,100.0,1763.558,1.060,1763.558,1.060,48,0
ocs_eps_pruned,100.0,1535.085,0.923,1535.085,0.923,48,0
