scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,99.000000,2665.454705,1.921342,2665.454705,1.921342,80,0
pure_ocs_ksp,99.000000,1495.078598,1.077699,1495.078598,1.077699,80,0
eps_ecmp,99.000000,1781.210736,1.283952,1781.210736,1.283952,80,0
ocs_eps_large_small,99.000000,1664.163291,1.199580,1664.163291,1.199580,80,0
pure_ocs_ksp_greedy,99.000000,1448.987636,1.044475,1448.987636,1.044475,80,0
ocs_eps_preset_greedy,99.000000,1338.122160,0.964560,1338.122160,0.964560,80,0
ocs_eps_preset_dynamic_greedy,99.000000,1387.287721,1.000000,1387.287721,1.000000,80,0
pure_ocs_3hop_preset,99.000000,1359.094871,0.979678,1359.094871,0.979678,80,0
pure_ocs_pruned,99.000000,1359.094871,0.979678,1359.094871,0.979678,80,0
ocs_eps_pruned,99.000000,1523.096584,1.097895,1523.096584,1.097895,80,0
