model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
L1,L,64,8,64,25,0.303571,"[4,5,6,9,12,14,25,28,33,34,36,37,38,43,44,50,52,55,59,62,65,68,69,73,79]","[405,591,277,636,503,206,559,271]|[293,292,309,302,478,445,78,279]|[303,357,446,46,639,308,102,55]|[502,77,551,54,422,295,103,205]|[637,350,359,526,406,590,638,423]|[203,358,479,525,119,101,447,311]|[100,231,79,351,310,407,294,527]|[278,39,276,204,207,47,275,53]"
L2,L,64,8,64,25,0.303571,"[1,4,6,9,10,17,20,21,22,28,30,33,34,35,36,38,39,40,46,53,56,58,61,68,69]","[558,182,318,270,172,469,174,494]|[454,374,35,143,228,493,550,15]|[431,229,164,51,14,175,453,495]|[246,34,13,375,274,227,269,85]|[470,36,307,319,471,166,327,52]|[37,247,173,306,171,326,167,287]|[230,38,455,76,165,317,291,75]|[86,183,245,290,142,87,181,430]"
L3,L,64,8,64,25,0.303571,"[5,6,7,11,16,17,18,20,24,28,29,34,36,39,46,52,53,58,59,66,67,68,69,70,71]","[49,62,93,427,428,557,549,92]|[237,535,139,573,420,198,141,543]|[556,151,236,429,574,474,533,148]|[548,134,477,273,373,547,225,138]|[63,314,61,315,468,372,199,534]|[542,226,421,476,239,149,238,150]|[567,94,289,95,140,316,566,163]|[50,575,45,532,475,135,467,44]"
L4,L,64,8,64,25,0.303571,"[5,9,10,13,16,20,22,28,31,33,37,39,43,44,46,48,50,53,55,64,65,66,67,74,79]","[426,41,391,348,266,301,162,531]|[313,180,404,354,529,111,110,74]|[514,355,353,597,253,442,403,255]|[371,519,268,347,444,523,349,599]|[541,530,178,109,179,73,634,517]|[390,356,299,84,425,524,596,300]|[42,267,522,132,43,598,252,515]|[635,516,518,346,443,133,224,254]"
M1,M,40,5,40,16,0.314286,"[6,14,18,23,24,27,38,39,41,43,47,49,50,62,71,75]","[571,606,312,344,197]|[382,397,398,607,118]|[380,402,223,501,222]|[145,572,189,345,334]|[396,381,401,146,333]|[117,116,190,305,48]|[147,332,604,605,191]|[399,335,221,115,383]"
M2,M,40,5,40,16,0.314286,"[0,4,5,16,17,30,41,47,49,50,52,58,59,60,61,76]","[491,615,484,137,395]|[416,40,614,400,4]|[394,331,613,483,378]|[330,465,243,6,417]|[472,492,244,486,130]|[418,487,466,5,33]|[32,490,136,379,473]|[7,131,485,482,419]"
M3,M,40,5,40,16,0.314286,"[0,2,9,18,22,26,34,41,46,47,54,64,65,67,73,74]","[329,21,587,377,521]|[439,537,210,589,215]|[512,513,20,22,177]|[595,538,19,588,211]|[272,2,594,437,520]|[540,370,72,368,214]|[436,438,328,3,539]|[23,144,213,369,212]"
S1,S,32,4,32,12,0.285714,"[2,8,12,22,23,30,33,38,47,60,71,73]","[185,67,304,585]|[188,66,96,376]|[265,569,99,480]|[97,242,98,184]|[17,240,71,70]|[481,264,68,187]|[69,16,241,186]|[586,176,570,18]"
S2,S,32,4,32,12,0.285714,"[13,20,21,25,35,37,48,61,62,69,70,76]","[488,298,612,170]|[489,202,160,284]|[564,107,388,387]|[611,554,108,500]|[106,499,497,386]|[286,498,565,161]|[553,285,563,385]|[555,297,562,389]"
S3,S,32,4,32,12,0.285714,"[13,21,36,37,45,49,53,54,57,58,62,77]","[622,393,432,623]|[361,463,366,168]|[617,364,363,435]|[464,392,621,424]|[619,362,618,620]|[462,288,460,434]|[496,461,365,296]|[169,433,105,367]"
