scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.000000,3448.748360,1.082584,3448.748360,1.082584,80,0
pure_ocs_ksp,100.000000,4997.644259,1.568793,4997.644259,1.568793,80,0
eps_ecmp,100.000000,3364.016183,1.055986,3364.016183,1.055986,80,0
ocs_eps_large_small,100.000000,2526.244812,0.793005,2526.244812,0.793005,80,0
pure_ocs_ksp_greedy,100.000000,3584.671797,1.125252,3584.671797,1.125252,80,0
ocs_eps_preset_greedy,100.000000,3536.364360,1.110088,3536.364360,1.110088,80,0
ocs_eps_preset_dynamic_greedy,100.000000,3185.662394,1.000000,3185.662394,1.000000,80,0
pure_ocs_3hop_preset,100.000000,3708.967669,1.164269,3708.967669,1.164269,80,0
pure_ocs_pruned,100.000000,3708.967669,1.164269,3708.967669,1.164269,80,0
ocs_eps_pruned,100.000000,2521.866400,0.791630,2521.866400,0.791630,80,0
