scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
helios_t10,100.0,3832.074,1.685,3832.074,1.685,48,0
helios_t20,100.0,3240.839,1.425,3240.839,1.425,48,0
helios_t30,100.0,3170.355,1.394,3170.355,1.394,48,0
helios_t40,100.0,2818.813,1.239,2818.813,1.239,48,0
helios_t50,100.0,2397.481,1.054,2397.481,1.054,48,0
helios_t60,100.0,2017.496,0.887,2017.496,0.887,48,0
helios_t70,100.0,2128.123,0.935,2128.123,0.935,48,0
helios_t80,100.0,2257.771,0.992,2257.771,0.992,48,0
helios_t90,100.0,2644.854,1.163,2644.854,1.163,48,0
hyacinth_dynamic,100.0,2274.856,1.000,2274.856,1.000,48,0
hyacinth_preset_t10,100.0,3420.555,1.504,3420.555,1.504,48,0
hyacinth_preset_t20,100.0,2838.340,1.248,2838.340,1.248,48,0
hyacinth_preset_t30,100.0,2394.467,1.053,2394.467,1.053,48,0
hyacinth_preset_t40,100.0,2241.909,0.986,2241.909,0.986,48,0
hyacinth_preset_t50,100.0,1981.515,0.871,1981.515,0.871,48,0
hyacinth_preset_t60,100.0,2021.059,0.888,2021.059,0.888,48,0
hyacinth_preset_t70,100.0,2065.576,0.908,2065.576,0.908,48,0
hyacinth_preset_t80,100.0,2264.696,0.996,2264.696,0.996,48,0
hyacinth_preset_t90,100.0,2370.262,1.042,2370.262,1.042,48,0
