scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,99.000000,4452.605792,1.646945,4452.605792,1.646945,80,0
pure_ocs_ksp,99.000000,2118.763519,0.783695,2118.763519,0.783695,80,0
eps_ecmp,99.000000,2577.429751,0.953348,2577.429751,0.953348,80,0
ocs_eps_large_small,99.000000,2242.639747,0.829515,2242.639747,0.829515,80,0
pure_ocs_ksp_greedy,99.000000,2255.088113,0.834119,2255.088113,0.834119,80,0
ocs_eps_preset_greedy,99.000000,2031.192738,0.751304,2031.192738,0.751304,80,0
ocs_eps_preset_dynamic_greedy,99.000000,2703.555451,1.000000,2703.555451,1.000000,80,0
pure_ocs_3hop_preset,99.000000,2063.872634,0.763392,2063.872634,0.763392,80,0
pure_ocs_pruned,99.000000,2063.872634,0.763392,2063.872634,0.763392,80,0
ocs_eps_pruned,99.000000,2361.989520,0.873660,2361.989520,0.873660,80,0
