scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
helios_t10,100.0,1097.371,1.282,1097.371,1.282,80,0
helios_t20,100.0,941.269,1.100,941.269,1.100,80,0
helios_t30,100.0,936.647,1.094,936.647,1.094,80,0
helios_t40,100.0,1089.961,1.273,1089.961,1.273,80,0
helios_t50,100.0,1298.244,1.517,1298.244,1.517,80,0
helios_t60,100.0,1464.073,1.710,1464.073,1.710,80,0
helios_t70,100.0,1593.349,1.861,1593.349,1.861,80,0
helios_t80,100.0,1777.418,2.076,1777.418,2.076,80,0
helios_t90,100.0,2019.385,2.359,2019.385,2.359,80,0
hyacinth_dynamic,100.0,856.059,1.000,856.059,1.000,80,0
hyacinth_preset_t10,100.0,977.126,1.141,977.126,1.141,80,0
hyacinth_preset_t20,100.0,861.780,1.007,861.780,1.007,80,0
hyacinth_preset_t30,100.0,933.655,1.091,933.655,1.091,80,0
hyacinth_preset_t40,100.0,964.535,1.127,964.535,1.127,80,0
hyacinth_preset_t50,100.0,1173.734,1.371,1173.734,1.371,80,0
hyacinth_preset_t60,100.0,1346.798,1.573,1346.798,1.573,80,0
hyacinth_preset_t70,100.0,1603.229,1.873,1603.229,1.873,80,0
hyacinth_preset_t80,100.0,1961.325,2.291,1961.325,2.291,80,0
hyacinth_preset_t90,100.0,2136.470,2.496,2136.470,2.496,80,0
