seed,scheduler,avg_relative_cct_vs_dynamic
42,ocs_eps_global_ksp,1.034
42,pure_ocs_ksp,1.398
42,eps_ecmp,0.587
42,pure_ocs_ksp_greedy,1.091
42,ocs_eps_preset_dynamic_greedy,1.000
42,pure_ocs_pruned,1.070
42,ocs_eps_pruned,0.713
42,ocs_eps_large_small,1.796
42,ocs_eps_preset_greedy,1.403
42,pure_ocs_3hop_preset,1.070
43,ocs_eps_global_ksp,0.921
43,pure_ocs_ksp,1.114
43,eps_ecmp,0.600
43,pure_ocs_ksp_greedy,1.078
43,ocs_eps_preset_dynamic_greedy,1.000
43,pure_ocs_pruned,0.983
43,ocs_eps_pruned,0.666
43,ocs_eps_large_small,1.561
43,ocs_eps_preset_greedy,1.351
43,pure_ocs_3hop_preset,0.983
44,ocs_eps_global_ksp,1.240
44,pure_ocs_ksp,1.545
44,eps_ecmp,0.645
44,pure_ocs_ksp_greedy,1.437
44,ocs_eps_preset_dynamic_greedy,1.000
44,pure_ocs_pruned,1.161
44,ocs_eps_pruned,1.025
44,ocs_eps_large_small,1.805
44,ocs_eps_preset_greedy,1.863
44,pure_ocs_3hop_preset,1.161
45,ocs_eps_global_ksp,1.117
45,pure_ocs_ksp,1.111
45,eps_ecmp,0.707
45,pure_ocs_ksp_greedy,1.202
45,ocs_eps_preset_dynamic_greedy,1.000
45,pure_ocs_pruned,1.311
45,ocs_eps_pruned,1.080
45,ocs_eps_large_small,1.972
45,ocs_eps_preset_greedy,1.735
45,pure_ocs_3hop_preset,1.311
46,ocs_eps_global_ksp,0.832
46,pure_ocs_ksp,1.118
46,eps_ecmp,0.503
46,pure_ocs_ksp_greedy,1.059
46,ocs_eps_preset_dynamic_greedy,1.000
46,pure_ocs_pruned,0.980
46,ocs_eps_pruned,0.795
46,ocs_eps_large_small,1.611
46,ocs_eps_preset_greedy,0.971
46,pure_ocs_3hop_preset,0.980
47,ocs_eps_global_ksp,1.134
47,pure_ocs_ksp,1.209
47,eps_ecmp,0.546
47,pure_ocs_ksp_greedy,1.179
47,ocs_eps_preset_dynamic_greedy,1.000
47,pure_ocs_pruned,0.932
47,ocs_eps_pruned,0.961
47,ocs_eps_large_small,1.915
47,ocs_eps_preset_greedy,1.294
47,pure_ocs_3hop_preset,0.932
48,ocs_eps_global_ksp,0.957
48,pure_ocs_ksp,1.143
48,eps_ecmp,0.528
48,pure_ocs_ksp_greedy,1.115
48,ocs_eps_preset_dynamic_greedy,1.000
48,pure_ocs_pruned,1.094
48,ocs_eps_pruned,0.961
48,ocs_eps_large_small,1.812
48,ocs_eps_preset_greedy,1.349
48,pure_ocs_3hop_preset,1.094
49,ocs_eps_global_ksp,0.985
49,pure_ocs_ksp,1.114
49,eps_ecmp,0.610
49,pure_ocs_ksp_greedy,1.169
49,ocs_eps_preset_dynamic_greedy,1.000
49,pure_ocs_pruned,1.113
49,ocs_eps_pruned,0.944
49,ocs_eps_large_small,1.499
49,ocs_eps_preset_greedy,1.459
49,pure_ocs_3hop_preset,1.113
50,ocs_eps_global_ksp,1.048
50,pure_ocs_ksp,1.170
50,eps_ecmp,0.476
50,pure_ocs_ksp_greedy,1.704
50,ocs_eps_preset_dynamic_greedy,1.000
50,pure_ocs_pruned,1.321
50,ocs_eps_pruned,0.866
50,ocs_eps_large_small,2.248
50,ocs_eps_preset_greedy,1.444
50,pure_ocs_3hop_preset,1.321
51,ocs_eps_global_ksp,1.061
51,pure_ocs_ksp,1.359
51,eps_ecmp,0.577
51,pure_ocs_ksp_greedy,1.184
51,ocs_eps_preset_dynamic_greedy,1.000
51,pure_ocs_pruned,1.024
51,ocs_eps_pruned,0.794
51,ocs_eps_large_small,1.389
51,ocs_eps_preset_greedy,1.331
51,pure_ocs_3hop_preset,1.024
