scheduler,seed_count,mean_avg_solve_time_ms,std_avg_solve_time_ms
ocs_eps_global_ksp,10,0.000,0.000
pure_ocs_ksp,10,0.000,0.000
eps_ecmp,10,0.000,0.000
pure_ocs_ksp_greedy,10,0.113,0.012
ocs_eps_preset_dynamic_greedy,10,0.264,0.038
pure_ocs_pruned,10,0.650,0.116
ocs_eps_pruned,10,0.706,0.160
ocs_eps_large_small,10,0.000,0.000
ocs_eps_preset_greedy,10,0.126,0.012
pure_ocs_3hop_preset,10,0.595,0.156
