seed,scheduler,avg_relative_fct_vs_dynamic
42,ocs_eps_global_ksp,1.582
42,pure_ocs_ksp,1.061
42,eps_ecmp,0.968
42,pure_ocs_ksp_greedy,1.037
42,ocs_eps_preset_dynamic_greedy,1.000
42,pure_ocs_pruned,1.008
42,ocs_eps_pruned,1.000
42,ocs_eps_large_small,1.255
42,ocs_eps_preset_greedy,1.016
42,pure_ocs_3hop_preset,1.008
43,ocs_eps_global_ksp,1.563
43,pure_ocs_ksp,0.989
43,eps_ecmp,0.982
43,pure_ocs_ksp_greedy,0.965
43,ocs_eps_preset_dynamic_greedy,1.000
43,pure_ocs_pruned,0.948
43,ocs_eps_pruned,1.005
43,ocs_eps_large_small,1.517
43,ocs_eps_preset_greedy,0.970
43,pure_ocs_3hop_preset,0.948
44,ocs_eps_global_ksp,1.288
44,pure_ocs_ksp,1.046
44,eps_ecmp,1.017
44,pure_ocs_ksp_greedy,1.051
44,ocs_eps_preset_dynamic_greedy,1.000
44,pure_ocs_pruned,1.023
44,ocs_eps_pruned,1.023
44,ocs_eps_large_small,1.231
44,ocs_eps_preset_greedy,1.023
44,pure_ocs_3hop_preset,1.023
45,ocs_eps_global_ksp,1.239
45,pure_ocs_ksp,1.013
45,eps_ecmp,0.960
45,pure_ocs_ksp_greedy,0.964
45,ocs_eps_preset_dynamic_greedy,1.000
45,pure_ocs_pruned,1.001
45,ocs_eps_pruned,0.986
45,ocs_eps_large_small,1.423
45,ocs_eps_preset_greedy,1.002
45,pure_ocs_3hop_preset,1.001
46,ocs_eps_global_ksp,1.601
46,pure_ocs_ksp,1.059
46,eps_ecmp,0.990
46,pure_ocs_ksp_greedy,1.034
46,ocs_eps_preset_dynamic_greedy,1.000
46,pure_ocs_pruned,1.044
46,ocs_eps_pruned,1.015
46,ocs_eps_large_small,1.936
46,ocs_eps_preset_greedy,1.071
46,pure_ocs_3hop_preset,1.044
47,ocs_eps_global_ksp,1.255
47,pure_ocs_ksp,1.025
47,eps_ecmp,0.978
47,pure_ocs_ksp_greedy,0.991
47,ocs_eps_preset_dynamic_greedy,1.000
47,pure_ocs_pruned,1.015
47,ocs_eps_pruned,0.998
47,ocs_eps_large_small,1.259
47,ocs_eps_preset_greedy,1.045
47,pure_ocs_3hop_preset,1.015
48,ocs_eps_global_ksp,1.664
48,pure_ocs_ksp,1.033
48,eps_ecmp,0.960
48,pure_ocs_ksp_greedy,1.025
48,ocs_eps_preset_dynamic_greedy,1.000
48,pure_ocs_pruned,1.023
48,ocs_eps_pruned,0.973
48,ocs_eps_large_small,2.396
48,ocs_eps_preset_greedy,0.993
48,pure_ocs_3hop_preset,1.023
49,ocs_eps_global_ksp,1.343
49,pure_ocs_ksp,1.045
49,eps_ecmp,1.041
49,pure_ocs_ksp_greedy,1.021
49,ocs_eps_preset_dynamic_greedy,1.000
49,pure_ocs_pruned,1.003
49,ocs_eps_pruned,1.020
49,ocs_eps_large_small,1.487
49,ocs_eps_preset_greedy,1.030
49,pure_ocs_3hop_preset,1.003
50,ocs_eps_global_ksp,1.256
50,pure_ocs_ksp,1.039
50,eps_ecmp,0.975
50,pure_ocs_ksp_greedy,1.021
50,ocs_eps_preset_dynamic_greedy,1.000
50,pure_ocs_pruned,1.015
50,ocs_eps_pruned,1.052
50,ocs_eps_large_small,1.476
50,ocs_eps_preset_greedy,1.026
50,pure_ocs_3hop_preset,1.015
51,ocs_eps_global_ksp,1.326
51,pure_ocs_ksp,1.062
51,eps_ecmp,1.050
51,pure_ocs_ksp_greedy,1.038
51,ocs_eps_preset_dynamic_greedy,1.000
51,pure_ocs_pruned,0.994
51,ocs_eps_pruned,1.013
51,ocs_eps_large_small,1.602
51,ocs_eps_preset_greedy,1.025
51,pure_ocs_3hop_preset,0.994
