model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
S1,S,32,4,32,18,0.500000,"[2,3,5,7,10,11,13,15,17,19,20,27,29,30,31,32,34,37]","[23,63,278,255]|[87,239,126,95]|[94,30,238,263]|[159,47,21,93]|[109,31,247,303]|[127,29,110,22]|[157,111,279,262]|[158,143,167,223]"
S2,S,32,4,32,18,0.500000,"[1,3,4,12,14,15,21,23,24,25,27,29,30,33,35,37,38,39]","[175,237,207,222]|[301,286,15,302]|[285,189,191,310]|[190,198,271,300]|[103,221,27,119]|[311,319,245,287]|[28,270,246,199]|[39,197,206,125]"
S3,S,32,4,32,18,0.500000,"[4,5,8,9,10,14,17,19,21,23,26,28,31,32,34,36,38,39]","[317,277,187,46]|[318,309,71,188]|[294,231,79,140]|[141,43,44,38]|[173,37,293,295]|[254,69,86,45]|[174,156,70,261]|[142,118,215,78]"
S4,S,32,4,32,18,0.500000,"[0,3,5,6,7,10,12,14,15,16,19,20,22,24,25,31,35,38]","[253,308,123,26]|[55,85,283,134]|[135,54,284,165]|[203,6,42,307]|[282,117,102,155]|[166,252,62,84]|[124,196,204,183]|[205,61,7,101]"
S5,S,32,5,32,18,0.481481,"[0,1,3,4,6,7,10,11,12,15,17,21,22,24,27,31,38,39]","[14,180,315,139]|[179,172,182,316]|[4,60,305,181]|[53,92,13,25]|[250,220,52,51]|[5,251,122,170]|[195,83,194,100]|[36,306,219,171]"
S6,S,32,5,32,18,0.481481,"[1,3,9,12,13,14,16,18,20,22,24,25,26,29,32,33,34,36]","[192,201,11,292]|[269,151,115,275]|[150,148,291,214]|[276,202,12,77]|[260,177,164,236]|[76,149,235,116]|[258,193,24,99]|[108,133,259,178]"
S7,S,32,6,32,19,0.500000,"[2,4,5,7,9,10,14,16,17,18,19,20,21,22,26,30,31,33,39]","[213,136,81,59]|[73,176,114,34]|[132,41,242,138]|[268,147,131,163]|[35,82,244,58]|[154,75,19,243]|[314,212,74,20]|[137,169,146,249]"
S8,S,32,7,32,20,0.520000,"[0,1,2,4,6,9,10,11,12,15,16,18,21,23,26,30,32,33,36,37]","[266,267,97,241]|[8,18,186,72]|[98,265,185,129]|[211,299,48,49]|[121,210,96,91]|[33,50,10,168]|[257,90,145,80]|[3,130,290,9]"
S9,S,32,9,30,20,0.523810,"[0,2,4,5,13,14,16,18,19,23,25,28,29,30,31,32,33,34,35,36]","[240,233,264,228]|[226,17,280,112]|[113,274,153,2]|[230,144,107,200]|[281,234,248,289]|[227,128,1,106]|[152,256,229,32]|[16,40,288,184]"
S10,S,32,15,15,15,0.000000,"[0,7,8,11,13,15,20,26,27,28,29,34,37,38,39]","[312,298,208,216]|[89,120,68,56]|[67,162,225,104]|[272,57,232,105]|[88,273,304,218]|[160,217,209,64]|[66,297,296,161]|[224,0,65,313]"
