model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
L1,L,64,8,64,25,0.303571,"[0,4,14,15,18,19,29,31,33,39,41,43,44,45,48,49,52,53,59,61,64,66,67,75,77]","[350,39,623,430,423,492,126,351]|[606,118,494,117,366,38,5,534]|[238,607,390,543,479,119,477,535]|[398,269,159,518,271,622,493,358]|[115,127,359,270,519,490,125,422]|[399,2,3,4,318,367,495,317]|[150,7,478,319,254,335,239,605]|[431,116,391,542,491,255,151,6]"
L2,L,64,8,64,25,0.303571,"[3,6,7,11,13,15,18,19,20,21,23,34,39,43,44,51,54,56,59,62,65,66,68,70,79]","[413,502,108,533,524,156,190,111]|[415,525,28,476,455,549,94,357]|[531,414,167,526,550,146,475,148]|[147,157,109,523,356,174,92,124]|[532,29,191,551,349,31,277,110]|[30,278,54,567,566,439,173,279]|[527,55,158,438,639,149,62,348]|[638,503,95,316,175,93,27,63]"
L3,L,64,8,64,25,0.303571,"[4,5,7,8,9,11,12,14,29,30,33,40,42,43,44,45,47,52,56,62,63,66,71,75,76]","[36,603,234,382,77,421,327,61]|[237,575,354,100,420,46,342,574]|[236,235,246,501,341,91,383,45]|[365,615,268,78,102,452,44,353]|[99,509,614,571,326,453,499,101]|[454,510,47,573,325,511,79,530]|[71,247,355,347,364,37,114,572]|[604,70,60,343,76,103,245,500]"
L4,L,64,8,64,25,0.303571,"[0,2,8,13,15,16,17,22,23,27,31,32,34,35,37,40,42,51,55,61,70,71,72,74,77]","[253,133,263,300,303,446,410,183]|[287,340,68,322,285,339,564,489]|[222,21,122,301,182,412,69,570]|[411,23,250,323,105,599,324,337]|[621,302,189,565,444,181,583,134]|[123,67,135,563,252,620,1,488]|[445,286,338,142,107,276,143,223]|[262,221,409,106,447,598,251,22]"
M1,M,40,5,40,16,0.314286,"[4,9,15,18,28,31,38,39,41,53,60,64,68,69,71,72]","[74,427,547,314,515]|[249,309,428,581,313]|[34,580,569,429,486]|[516,121,487,558,579]|[231,517,75,582,333]|[230,312,310,546,248]|[308,548,35,332,559]|[145,144,311,334,315]"
M2,M,40,5,40,16,0.314286,"[3,17,20,21,22,26,29,50,53,56,59,64,66,67,73,76]","[172,538,514,588,613]|[590,612,165,163,450]|[233,213,539,139,589]|[171,529,214,138,591]|[25,541,474,451,180]|[426,141,26,212,425]|[513,164,166,407,215]|[140,424,179,473,540]"
M3,M,40,5,40,16,0.314286,"[2,3,6,8,13,17,20,26,28,38,57,58,67,69,73,76]","[610,66,227,306,228]|[52,51,557,467,586]|[537,20,53,160,24]|[556,471,609,104,585]|[611,587,64,469,161]|[19,137,65,18,162]|[307,470,555,136,466]|[468,463,462,211,229]"
S1,S,32,4,32,12,0.285714,"[0,2,19,30,32,33,38,48,54,63,73,74]","[594,259,261,265]|[388,266,244,304]|[0,240,242,389]|[597,595,241,436]|[507,155,584,508]|[593,596,16,305]|[437,260,506,243]|[17,154,267,387]"
S2,S,32,4,32,12,0.285714,"[4,21,29,35,36,44,46,47,50,52,58,66]","[32,379,380,170]|[293,371,372,281]|[33,280,419,528]|[375,417,352,294]|[418,292,378,168]|[405,406,284,374]|[381,373,465,232]|[283,295,169,282]"
S3,S,32,4,32,12,0.285714,"[15,22,23,27,40,46,50,52,55,58,65,70]","[217,403,120,219]|[464,368,218,562]|[443,369,560,220]|[442,178,185,370]|[320,522,321,404]|[440,176,186,188]|[441,416,521,561]|[401,402,177,187]"
