scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.000000,2520.477440,2.091266,2520.477440,2.091266,80,0
pure_ocs_ksp,100.000000,2335.541116,1.937823,2335.541116,1.937823,80,0
eps_ecmp,100.000000,2251.520884,1.868110,2251.520884,1.868110,80,0
ocs_eps_large_small,100.000000,1738.684656,1.442605,1738.684656,1.442605,80,0
pure_ocs_ksp_greedy,100.000000,1630.678547,1.352991,1630.678547,1.352991,80,0
ocs_eps_preset_greedy,100.000000,1836.626097,1.523868,1836.626097,1.523868,80,0
ocs_eps_preset_dynamic_greedy,100.000000,1205.239853,1.000000,1205.239853,1.000000,80,0
pure_ocs_3hop_preset,100.000000,1788.862999,1.484238,1788.862999,1.484238,80,0
pure_ocs_pruned,100.000000,1788.862999,1.484238,1788.862999,1.484238,80,0
ocs_eps_pruned,100.000000,2051.379392,1.702051,2051.379392,1.702051,80,0
