scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.000000,1567.567274,1.100360,1567.567274,1.100360,24,0
pure_ocs_ksp,100.000000,1797.736038,1.261928,1797.736038,1.261928,24,0
eps_ecmp,100.000000,809.489760,0.568225,809.489760,0.568225,24,0
ocs_eps_large_small,100.000000,2180.654966,1.530720,2180.654966,1.530720,24,0
pure_ocs_ksp_greedy,100.000000,1492.995840,1.048015,1492.995840,1.048015,24,0
ocs_eps_preset_greedy,100.000000,1852.934069,1.300675,1852.934069,1.300675,24,0
ocs_eps_preset_dynamic_greedy,100.000000,1424.594457,1.000000,1424.594457,1.000000,24,0
pure_ocs_3hop_preset,100.000000,1383.323942,0.971030,1383.323942,0.971030,24,0
pure_ocs_pruned,100.000000,1383.323942,0.971030,1383.323942,0.971030,24,0
ocs_eps_pruned,100.000000,1197.964225,0.840916,1197.964225,0.840916,24,0
