seed,scheduler,avg_relative_fct_vs_dynamic
42,ocs_eps_global_ksp,2.241
42,pure_ocs_ksp,1.141
42,eps_ecmp,0.635
42,pure_ocs_ksp_greedy,1.096
42,ocs_eps_preset_dynamic_greedy,1.000
42,pure_ocs_pruned,1.160
42,ocs_eps_pruned,0.959
42,ocs_eps_large_small,2.024
42,ocs_eps_preset_greedy,2.034
42,pure_ocs_3hop_preset,1.160
43,ocs_eps_global_ksp,1.783
43,pure_ocs_ksp,1.352
43,eps_ecmp,0.702
43,pure_ocs_ksp_greedy,1.326
43,ocs_eps_preset_dynamic_greedy,1.000
43,pure_ocs_pruned,1.336
43,ocs_eps_pruned,1.127
43,ocs_eps_large_small,1.957
43,ocs_eps_preset_greedy,1.557
43,pure_ocs_3hop_preset,1.336
44,ocs_eps_global_ksp,2.429
44,pure_ocs_ksp,1.464
44,eps_ecmp,0.673
44,pure_ocs_ksp_greedy,1.310
44,ocs_eps_preset_dynamic_greedy,1.000
44,pure_ocs_pruned,1.395
44,ocs_eps_pruned,1.394
44,ocs_eps_large_small,1.741
44,ocs_eps_preset_greedy,1.957
44,pure_ocs_3hop_preset,1.395
45,ocs_eps_global_ksp,2.013
45,pure_ocs_ksp,1.135
45,eps_ecmp,0.643
45,pure_ocs_ksp_greedy,1.445
45,ocs_eps_preset_dynamic_greedy,1.000
45,pure_ocs_pruned,1.318
45,ocs_eps_pruned,1.439
45,ocs_eps_large_small,1.581
45,ocs_eps_preset_greedy,1.780
45,pure_ocs_3hop_preset,1.318
46,ocs_eps_global_ksp,8.221
46,pure_ocs_ksp,2.090
46,eps_ecmp,0.692
46,pure_ocs_ksp_greedy,1.681
46,ocs_eps_preset_dynamic_greedy,1.000
46,pure_ocs_pruned,1.710
46,ocs_eps_pruned,0.993
46,ocs_eps_large_small,10.081
46,ocs_eps_preset_greedy,4.979
46,pure_ocs_3hop_preset,1.710
47,ocs_eps_global_ksp,1.810
47,pure_ocs_ksp,1.228
47,eps_ecmp,0.685
47,pure_ocs_ksp_greedy,1.573
47,ocs_eps_preset_dynamic_greedy,1.000
47,pure_ocs_pruned,1.112
47,ocs_eps_pruned,1.413
47,ocs_eps_large_small,8.772
47,ocs_eps_preset_greedy,1.816
47,pure_ocs_3hop_preset,1.112
48,ocs_eps_global_ksp,1.819
48,pure_ocs_ksp,1.104
48,eps_ecmp,0.686
48,pure_ocs_ksp_greedy,1.539
48,ocs_eps_preset_dynamic_greedy,1.000
48,pure_ocs_pruned,1.920
48,ocs_eps_pruned,0.928
48,ocs_eps_large_small,2.056
48,ocs_eps_preset_greedy,2.051
48,pure_ocs_3hop_preset,1.920
49,ocs_eps_global_ksp,1.259
49,pure_ocs_ksp,1.169
49,eps_ecmp,0.713
49,pure_ocs_ksp_greedy,1.206
49,ocs_eps_preset_dynamic_greedy,1.000
49,pure_ocs_pruned,2.088
49,ocs_eps_pruned,1.994
49,ocs_eps_large_small,1.253
49,ocs_eps_preset_greedy,2.477
49,pure_ocs_3hop_preset,2.088
50,ocs_eps_global_ksp,3.122
50,pure_ocs_ksp,1.200
50,eps_ecmp,0.741
50,pure_ocs_ksp_greedy,1.395
50,ocs_eps_preset_dynamic_greedy,1.000
50,pure_ocs_pruned,1.167
50,ocs_eps_pruned,2.127
50,ocs_eps_large_small,2.419
50,ocs_eps_preset_greedy,1.884
50,pure_ocs_3hop_preset,1.167
51,ocs_eps_global_ksp,2.824
51,pure_ocs_ksp,1.429
51,eps_ecmp,0.743
51,pure_ocs_ksp_greedy,1.421
51,ocs_eps_preset_dynamic_greedy,1.000
51,pure_ocs_pruned,1.567
51,ocs_eps_pruned,1.036
51,ocs_eps_large_small,1.770
51,ocs_eps_preset_greedy,1.881
51,pure_ocs_3hop_preset,1.567
