scheduler,avg_relative_fct_vs_dynamic,matched_bins,self_bins,dynamic_bins
ocs_eps_global_ksp,1.347016,17,17,17
pure_ocs_ksp,1.087861,17,17,17
eps_ecmp,0.982045,17,17,17
ocs_eps_large_small,1.683008,17,17,17
pure_ocs_ksp_greedy,1.042881,17,17,17
ocs_eps_preset_greedy,1.042321,17,17,17
ocs_eps_preset_dynamic_greedy,1.000000,17,17,17
pure_ocs_3hop_preset,1.032700,17,17,17
pure_ocs_pruned,1.032700,17,17,17
ocs_eps_pruned,1.005883,17,17,17
