model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
L1,L,64,8,20,14,0.500000,"[0,2,4,5,6,7,8,9,10,13,15,16,17,19]","[59,6,36,53,141,18,61,51]|[159,35,54,75,60,38,62,70]|[7,20,45,23,110,142,108,143]|[47,79,76,43,125,78,37,126]|[123,44,135,122,109,127,63,46]|[111,22,86,77,134,85,155,133]|[87,69,157,73,158,19,52,156]|[74,71,68,39,21,55,140,124]"
M1,M,40,5,20,12,0.466667,"[0,1,4,7,9,11,12,13,15,16,17,18]","[58,89,102,33,105]|[57,132,137,11,146]|[94,72,147,136,13]|[5,121,12,149,4]|[92,139,15,34,138]|[93,14,150,130,91]|[151,90,3,101,103]|[148,107,131,106,95]"
S1,S,32,6,18,12,0.500000,"[0,1,2,3,4,6,7,8,11,12,15,19]","[32,153,99,88]|[152,65,100,29]|[1,27,2,48]|[97,154,66,30]|[0,25,120,67]|[31,17,8,9]|[49,56,50,16]|[10,98,26,28]"
