model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
L1,L,64,8,64,47,0.696429,"[3,4,6,9,14,18,19,20,21,22,23,25,26,27,28,29,30,31,32,33,34,35,37,42,44,45,46,47,48,50,52,53,54,55,56,59,60,61,63,65,67,68,71,73,77,78,79]","[638,174,238,38,263,575,631,223]|[79,454,439,591,239,374,375,255]|[118,221,407,191,495,542,151,247]|[447,510,390,431,367,30,526,487]|[303,78,287,343,639,159,359,167]|[31,37,479,551,543,231,423,39]|[455,391,215,271,623,55,119,207]|[486,279,383,222,511,183,175,527]"
L2,L,64,8,64,47,0.696429,"[1,3,5,6,7,8,10,14,16,17,18,19,20,21,22,23,25,26,27,28,31,33,34,36,38,39,40,43,44,46,47,50,55,56,57,58,61,62,63,64,67,68,70,71,72,74,77]","[351,220,311,143,165,204,318,54]|[494,270,47,182,214,567,310,15]|[206,135,71,373,164,583,566,541]|[446,87,254,519,350,294,357,295]|[70,463,453,622,150,181,190,173]|[550,269,471,205,382,358,319,158]|[230,406,599,63,574,29,509,278]|[598,573,462,166,503,327,326,117]"
L3,L,64,8,64,47,0.696429,"[0,2,4,6,7,9,19,20,23,24,25,28,29,30,31,32,33,36,37,40,41,44,46,50,51,52,54,55,56,57,58,59,60,62,64,65,66,67,68,70,72,73,74,75,77,78,79]","[229,262,36,7,502,324,451,253]|[620,597,540,293,189,245,461,156]|[372,162,252,268,404,335,77,325]|[621,188,630,485,157,596,478,203]|[163,371,199,53,244,415,590,535]|[565,517,607,525,356,23,637,62]|[405,438,246,582,452,524,237,518]|[549,187,422,445,302,76,470,267]"
L4,L,64,9,64,48,0.709091,"[1,2,4,5,6,7,9,12,13,15,17,18,19,22,23,25,27,29,31,32,34,35,36,40,42,45,46,47,48,49,51,52,53,54,57,58,59,62,64,68,69,70,72,73,75,76,78,79]","[202,61,111,380,180,381,430,629]|[559,581,366,477,286,52,399,14]|[127,460,476,22,564,251,75,437]|[429,179,285,342,292,589,636,141]|[389,588,323,46,606,277,250,148]|[604,219,186,13,35,236,370,414]|[615,260,469,501,103,516,155,142]|[413,421,635,547,261,605,149,548]"
M1,M,40,6,40,30,0.705882,"[0,3,5,7,11,13,14,16,19,21,26,30,37,41,45,47,54,55,56,61,64,67,69,70,73,74,75,76,77,78]","[110,365,116,243,450]|[95,515,563,300,493]|[299,94,595,133,93]|[153,436,92,154,45]|[444,333,301,603,619]|[6,28,594,60,379]|[587,628,558,539,134]|[213,172,91,334,614]"
M2,M,40,6,40,30,0.705882,"[1,2,6,9,12,14,15,20,22,24,28,29,31,39,40,41,42,43,47,54,58,59,65,67,68,70,73,74,76,77]","[617,102,197,475,161]|[377,74,378,12,537]|[198,468,341,538,546]|[593,21,228,114,348]|[126,562,51,331,433]|[249,434,613,235,178]|[332,322,349,435,317]|[115,586,618,101,523]"
M3,M,40,7,40,30,0.696970,"[0,2,4,9,10,11,12,16,21,22,29,31,36,43,44,45,46,48,51,54,59,60,62,65,68,69,70,72,73,74]","[85,557,364,500,4]|[100,34,20,584,561]|[580,90,388,347,499]|[355,170,291,234,522]|[369,585,177,73,592]|[5,171,545,132,432]|[346,474,99,579,412]|[560,86,363,484,248]"
S1,S,32,5,32,24,0.703704,"[0,3,4,6,8,9,18,26,28,29,35,36,43,44,49,53,55,56,57,60,66,67,69,76]","[72,33,227,483]|[426,612,233,345]|[212,536,147,428]|[449,532,397,283]|[290,68,50,398]|[32,533,3,354]|[534,27,69,459]|[443,284,427,556]"
S2,S,32,6,32,24,0.692308,"[1,3,5,10,11,14,16,21,26,32,33,35,36,37,39,41,42,49,51,57,64,65,71,72]","[44,571,130,282]|[210,131,514,266]|[396,113,298,521]|[169,572,84,11]|[578,395,411,316]|[265,26,410,330]|[89,289,458,259]|[513,211,43,340]"
S3,S,32,6,32,24,0.692308,"[5,6,7,11,12,13,14,16,20,22,28,29,32,33,38,41,42,43,46,50,53,55,66,71]","[368,308,344,403]|[264,129,531,176]|[441,59,339,258]|[570,402,257,58]|[98,569,232,425]|[108,42,109,442]|[226,329,160,309]|[49,112,88,338]"
